,datetime,registered,casual,season,holiday,workingday,weather,atemp,hour,year,sunindicator,dow
3208,2011-08-03 14:00:00,104,43,3,0,1,2,35.605,14,2011,1,3
3209,2011-08-03 15:00:00,87,31,3,0,1,2,33.335,15,2011,1,3
3210,2011-08-03 16:00:00,129,21,3,0,1,3,31.82,16,2011,1,3
3211,2011-08-03 17:00:00,378,47,3,0,1,2,33.335,17,2011,1,3
3212,2011-08-03 18:00:00,443,49,3,0,1,3,33.335,18,2011,1,3
3213,2011-08-03 19:00:00,270,51,3,0,1,3,33.335,19,2011,1,3
3214,2011-08-03 20:00:00,80,7,3,0,1,3,33.335,20,2011,0,3
3215,2011-08-03 21:00:00,81,7,3,0,1,2,31.82,21,2011,0,3
3216,2011-08-03 22:00:00,66,11,3,0,1,3,31.82,22,2011,0,3
3217,2011-08-03 23:00:00,52,4,3,0,1,2,31.82,23,2011,0,3
3218,2011-08-04 00:00:00,15,2,3,0,1,2,31.82,0,2011,0,4
3219,2011-08-04 01:00:00,14,3,3,0,1,2,29.545,1,2011,0,4
3220,2011-08-04 02:00:00,5,2,3,0,1,2,29.545,2,2011,0,4
3221,2011-08-04 03:00:00,3,0,3,0,1,3,29.545,3,2011,0,4
3222,2011-08-04 04:00:00,7,0,3,0,1,2,31.82,4,2011,0,4
3223,2011-08-04 05:00:00,17,3,3,0,1,2,31.82,5,2011,1,4
3224,2011-08-04 06:00:00,90,7,3,0,1,2,31.82,6,2011,1,4
3225,2011-08-04 07:00:00,271,11,3,0,1,2,31.82,7,2011,1,4
3226,2011-08-04 08:00:00,369,29,3,0,1,2,32.575,8,2011,1,4
3227,2011-08-04 09:00:00,162,25,3,0,1,1,34.85,9,2011,1,4
3228,2011-08-04 10:00:00,89,24,3,0,1,1,33.335,10,2011,1,4
3229,2011-08-04 11:00:00,112,37,3,0,1,2,34.85,11,2011,1,4
3230,2011-08-04 12:00:00,152,53,3,0,1,2,35.605,12,2011,1,4
3231,2011-08-04 13:00:00,142,63,3,0,1,1,35.605,13,2011,1,4
3232,2011-08-04 14:00:00,114,53,3,0,1,1,37.88,14,2011,1,4
3233,2011-08-04 15:00:00,115,50,3,0,1,1,37.88,15,2011,1,4
3234,2011-08-04 16:00:00,220,70,3,0,1,1,35.605,16,2011,1,4
3235,2011-08-04 17:00:00,464,91,3,0,1,1,35.605,17,2011,1,4
3236,2011-08-04 18:00:00,435,88,3,0,1,1,33.335,18,2011,1,4
3237,2011-08-04 19:00:00,301,65,3,0,1,1,33.335,19,2011,1,4
3238,2011-08-04 20:00:00,245,41,3,0,1,2,33.335,20,2011,0,4
3239,2011-08-04 21:00:00,186,25,3,0,1,2,33.335,21,2011,0,4
3240,2011-08-04 22:00:00,141,33,3,0,1,1,31.82,22,2011,0,4
3241,2011-08-04 23:00:00,108,24,3,0,1,1,31.06,23,2011,0,4
3242,2011-08-05 00:00:00,41,13,3,0,1,1,31.06,0,2011,0,5
3243,2011-08-05 01:00:00,16,3,3,0,1,1,29.545,1,2011,0,5
3244,2011-08-05 02:00:00,14,5,3,0,1,1,31.06,2,2011,0,5
3245,2011-08-05 03:00:00,6,0,3,0,1,1,29.545,3,2011,0,5
3246,2011-08-05 04:00:00,6,1,3,0,1,1,29.545,4,2011,0,5
3247,2011-08-05 05:00:00,16,0,3,0,1,1,29.545,5,2011,1,5
3248,2011-08-05 06:00:00,94,7,3,0,1,1,29.545,6,2011,1,5
3249,2011-08-05 07:00:00,247,23,3,0,1,1,30.305,7,2011,1,5
3250,2011-08-05 08:00:00,415,39,3,0,1,1,32.575,8,2011,1,5
3251,2011-08-05 09:00:00,183,43,3,0,1,1,33.335,9,2011,1,5
3252,2011-08-05 10:00:00,113,50,3,0,1,1,34.09,10,2011,1,5
3253,2011-08-05 11:00:00,103,44,3,0,1,2,34.85,11,2011,1,5
3254,2011-08-05 12:00:00,159,57,3,0,1,1,34.85,12,2011,1,5
3255,2011-08-05 13:00:00,164,40,3,0,1,1,35.605,13,2011,1,5
3256,2011-08-05 14:00:00,164,81,3,0,1,2,35.605,14,2011,1,5
3257,2011-08-05 15:00:00,160,50,3,0,1,1,34.85,15,2011,1,5
3258,2011-08-05 16:00:00,254,76,3,0,1,1,37.12,16,2011,1,5
3259,2011-08-05 17:00:00,466,84,3,0,1,1,35.605,17,2011,1,5
3260,2011-08-05 18:00:00,361,105,3,0,1,1,34.85,18,2011,1,5
3261,2011-08-05 19:00:00,282,90,3,0,1,1,34.09,19,2011,1,5
3262,2011-08-05 20:00:00,221,70,3,0,1,1,33.335,20,2011,0,5
3263,2011-08-05 21:00:00,119,54,3,0,1,1,32.575,21,2011,0,5
3264,2011-08-05 22:00:00,137,51,3,0,1,1,32.575,22,2011,0,5
3265,2011-08-05 23:00:00,102,37,3,0,1,1,31.82,23,2011,0,5
3266,2011-08-06 00:00:00,104,29,3,0,0,1,30.305,0,2011,0,6
3267,2011-08-06 01:00:00,50,17,3,0,0,1,30.305,1,2011,0,6
3268,2011-08-06 02:00:00,39,14,3,0,0,1,30.305,2,2011,0,6
3269,2011-08-06 03:00:00,28,14,3,0,0,2,30.305,3,2011,0,6
3270,2011-08-06 04:00:00,5,5,3,0,0,2,30.305,4,2011,0,6
3271,2011-08-06 05:00:00,4,2,3,0,0,1,28.79,5,2011,1,6
3272,2011-08-06 06:00:00,22,5,3,0,0,1,28.79,6,2011,1,6
3273,2011-08-06 07:00:00,49,14,3,0,0,1,31.82,7,2011,1,6
3274,2011-08-06 08:00:00,94,27,3,0,0,1,31.82,8,2011,1,6
3275,2011-08-06 09:00:00,155,60,3,0,0,1,34.85,9,2011,1,6
3276,2011-08-06 10:00:00,199,91,3,0,0,2,34.85,10,2011,1,6
3277,2011-08-06 11:00:00,211,138,3,0,0,1,37.12,11,2011,1,6
3278,2011-08-06 12:00:00,252,130,3,0,0,1,37.88,12,2011,1,6
3279,2011-08-06 13:00:00,265,176,3,0,0,2,38.635,13,2011,1,6
3280,2011-08-06 14:00:00,204,176,3,0,0,1,38.635,14,2011,1,6
3281,2011-08-06 15:00:00,232,130,3,0,0,2,40.15,15,2011,1,6
3282,2011-08-06 16:00:00,188,155,3,0,0,3,35.605,16,2011,1,6
3283,2011-08-06 17:00:00,88,61,3,0,0,3,35.605,17,2011,1,6
3284,2011-08-06 18:00:00,130,81,3,0,0,2,34.85,18,2011,1,6
3285,2011-08-06 19:00:00,114,57,3,0,0,3,35.605,19,2011,1,6
3286,2011-08-06 20:00:00,79,58,3,0,0,3,34.85,20,2011,0,6
3287,2011-08-06 21:00:00,86,28,3,0,0,2,33.335,21,2011,0,6
3288,2011-08-06 22:00:00,96,24,3,0,0,2,33.335,22,2011,0,6
3289,2011-08-06 23:00:00,79,29,3,0,0,3,33.335,23,2011,0,6
3290,2011-08-07 00:00:00,66,14,3,0,0,2,33.335,0,2011,0,7
3291,2011-08-07 01:00:00,63,10,3,0,0,2,33.335,1,2011,0,7
3292,2011-08-07 02:00:00,48,18,3,0,0,2,33.335,2,2011,0,7
3293,2011-08-07 03:00:00,23,9,3,0,0,2,33.335,3,2011,0,7
3294,2011-08-07 04:00:00,5,1,3,0,0,1,33.335,4,2011,0,7
3295,2011-08-07 05:00:00,4,1,3,0,0,1,33.335,5,2011,1,7
3296,2011-08-07 06:00:00,10,3,3,0,0,1,33.335,6,2011,1,7
3297,2011-08-07 07:00:00,28,11,3,0,0,1,33.335,7,2011,1,7
3298,2011-08-07 08:00:00,66,23,3,0,0,1,34.85,8,2011,1,7
3299,2011-08-07 09:00:00,102,82,3,0,0,1,37.12,9,2011,1,7
3300,2011-08-07 10:00:00,178,88,3,0,0,1,40.15,10,2011,1,7
3301,2011-08-07 11:00:00,156,113,3,0,0,1,41.665,11,2011,1,7
3302,2011-08-07 12:00:00,209,161,3,0,0,1,42.425,12,2011,1,7
3303,2011-08-07 13:00:00,206,118,3,0,0,1,42.425,13,2011,1,7
3304,2011-08-07 14:00:00,192,130,3,0,0,1,40.15,14,2011,1,7
3305,2011-08-07 15:00:00,208,118,3,0,0,3,34.85,15,2011,1,7
3306,2011-08-07 16:00:00,119,74,3,0,0,3,34.85,16,2011,1,7
3307,2011-08-07 17:00:00,131,63,3,0,0,3,35.605,17,2011,1,7
3308,2011-08-07 18:00:00,155,74,3,0,0,1,34.85,18,2011,1,7
3309,2011-08-07 19:00:00,160,68,3,0,0,1,34.85,19,2011,1,7
3310,2011-08-07 20:00:00,133,50,3,0,0,1,35.605,20,2011,0,7
3311,2011-08-07 21:00:00,100,36,3,0,0,1,35.605,21,2011,0,7
3312,2011-08-07 22:00:00,82,21,3,0,0,1,33.335,22,2011,0,7
3313,2011-08-07 23:00:00,43,12,3,0,0,1,33.335,23,2011,0,7
3314,2011-08-08 00:00:00,17,13,3,0,1,1,33.335,0,2011,0,1
3315,2011-08-08 01:00:00,8,4,3,0,1,1,31.82,1,2011,0,1
3316,2011-08-08 02:00:00,3,4,3,0,1,1,29.545,2,2011,0,1
3317,2011-08-08 03:00:00,0,1,3,0,1,1,29.545,3,2011,0,1
3318,2011-08-08 04:00:00,8,2,3,0,1,1,29.545,4,2011,0,1
3319,2011-08-08 05:00:00,14,1,3,0,1,1,33.335,5,2011,1,1
3320,2011-08-08 06:00:00,87,8,3,0,1,1,32.575,6,2011,1,1
3321,2011-08-08 07:00:00,249,18,3,0,1,1,34.09,7,2011,1,1
3322,2011-08-08 08:00:00,320,29,3,0,1,1,34.09,8,2011,1,1
3323,2011-08-08 09:00:00,146,37,3,0,1,1,34.85,9,2011,1,1
3324,2011-08-08 10:00:00,62,62,3,0,1,1,37.12,10,2011,1,1
3325,2011-08-08 11:00:00,89,90,3,0,1,1,37.12,11,2011,1,1
3326,2011-08-08 12:00:00,134,48,3,0,1,1,37.88,12,2011,1,1
3327,2011-08-08 13:00:00,108,43,3,0,1,1,37.88,13,2011,1,1
3328,2011-08-08 14:00:00,109,41,3,0,1,1,37.12,14,2011,1,1
3329,2011-08-08 15:00:00,86,40,3,0,1,1,37.88,15,2011,1,1
3330,2011-08-08 16:00:00,218,64,3,0,1,1,38.635,16,2011,1,1
3331,2011-08-08 17:00:00,460,67,3,0,1,1,38.635,17,2011,1,1
3332,2011-08-08 18:00:00,465,64,3,0,1,1,37.88,18,2011,1,1
3333,2011-08-08 19:00:00,352,64,3,0,1,1,37.12,19,2011,1,1
3334,2011-08-08 20:00:00,215,71,3,0,1,1,37.88,20,2011,0,1
3335,2011-08-08 21:00:00,156,30,3,0,1,1,35.605,21,2011,0,1
3336,2011-08-08 22:00:00,121,26,3,0,1,1,35.605,22,2011,0,1
3337,2011-08-08 23:00:00,53,19,3,0,1,1,34.85,23,2011,0,1
3338,2011-08-09 00:00:00,25,10,3,0,1,1,34.85,0,2011,0,2
3339,2011-08-09 01:00:00,9,5,3,0,1,1,34.09,1,2011,0,2
3340,2011-08-09 02:00:00,3,9,3,0,1,1,34.09,2,2011,0,2
3341,2011-08-09 03:00:00,3,0,3,0,1,1,34.09,3,2011,0,2
3342,2011-08-09 04:00:00,6,1,3,0,1,1,33.335,4,2011,0,2
3343,2011-08-09 05:00:00,25,5,3,0,1,1,32.575,5,2011,1,2
3344,2011-08-09 06:00:00,95,6,3,0,1,1,33.335,6,2011,1,2
3345,2011-08-09 07:00:00,313,30,3,0,1,1,34.85,7,2011,1,2
3346,2011-08-09 08:00:00,352,40,3,0,1,1,34.85,8,2011,1,2
3347,2011-08-09 09:00:00,141,34,3,0,1,2,37.12,9,2011,1,2
3348,2011-08-09 10:00:00,89,55,3,0,1,2,38.635,10,2011,1,2
3349,2011-08-09 11:00:00,88,61,3,0,1,1,38.635,11,2011,1,2
3350,2011-08-09 12:00:00,125,60,3,0,1,1,39.395,12,2011,1,2
3351,2011-08-09 13:00:00,127,48,3,0,1,1,39.395,13,2011,1,2
3352,2011-08-09 14:00:00,95,53,3,0,1,1,39.395,14,2011,1,2
3353,2011-08-09 15:00:00,106,58,3,0,1,1,38.635,15,2011,1,2
3354,2011-08-09 16:00:00,228,57,3,0,1,1,38.635,16,2011,1,2
3355,2011-08-09 17:00:00,453,79,3,0,1,1,37.88,17,2011,1,2
3356,2011-08-09 18:00:00,488,97,3,0,1,1,37.88,18,2011,1,2
3357,2011-08-09 19:00:00,302,69,3,0,1,1,37.12,19,2011,1,2
3358,2011-08-09 20:00:00,258,34,3,0,1,1,36.365,20,2011,0,2
3359,2011-08-09 21:00:00,184,46,3,0,1,1,34.85,21,2011,0,2
3360,2011-08-09 22:00:00,127,28,3,0,1,1,34.85,22,2011,0,2
3361,2011-08-09 23:00:00,53,22,3,0,1,1,34.09,23,2011,0,2
3362,2011-08-10 00:00:00,18,19,3,0,1,1,33.335,0,2011,0,3
3363,2011-08-10 01:00:00,10,7,3,0,1,1,33.335,1,2011,0,3
3364,2011-08-10 02:00:00,10,1,3,0,1,1,33.335,2,2011,0,3
3365,2011-08-10 03:00:00,3,1,3,0,1,1,32.575,3,2011,0,3
3366,2011-08-10 04:00:00,4,1,3,0,1,1,32.575,4,2011,0,3
3367,2011-08-10 05:00:00,30,2,3,0,1,1,31.82,5,2011,1,3
3368,2011-08-10 06:00:00,110,9,3,0,1,1,31.82,6,2011,1,3
3369,2011-08-10 07:00:00,289,16,3,0,1,1,32.575,7,2011,1,3
3370,2011-08-10 08:00:00,361,38,3,0,1,1,33.335,8,2011,1,3
3371,2011-08-10 09:00:00,148,32,3,0,1,1,34.09,9,2011,1,3
3372,2011-08-10 10:00:00,72,41,3,0,1,1,36.365,10,2011,1,3
3373,2011-08-10 11:00:00,95,54,3,0,1,1,35.605,11,2011,1,3
3374,2011-08-10 12:00:00,166,74,3,0,1,1,36.365,12,2011,1,3
3375,2011-08-10 13:00:00,150,41,3,0,1,1,36.365,13,2011,1,3
3376,2011-08-10 14:00:00,116,62,3,0,1,1,36.365,14,2011,1,3
3377,2011-08-10 15:00:00,141,53,3,0,1,1,37.12,15,2011,1,3
3378,2011-08-10 16:00:00,206,76,3,0,1,1,37.12,16,2011,1,3
3379,2011-08-10 17:00:00,513,71,3,0,1,1,35.605,17,2011,1,3
3380,2011-08-10 18:00:00,489,70,3,0,1,1,35.605,18,2011,1,3
3381,2011-08-10 19:00:00,334,79,3,0,1,1,34.85,19,2011,1,3
3382,2011-08-10 20:00:00,253,59,3,0,1,1,33.335,20,2011,0,3
3383,2011-08-10 21:00:00,162,47,3,0,1,1,33.335,21,2011,0,3
3384,2011-08-10 22:00:00,122,17,3,0,1,1,32.575,22,2011,0,3
3385,2011-08-10 23:00:00,94,14,3,0,1,1,32.575,23,2011,0,3
3386,2011-08-11 00:00:00,40,6,3,0,1,1,31.82,0,2011,0,4
3387,2011-08-11 01:00:00,17,9,3,0,1,1,31.82,1,2011,0,4
3388,2011-08-11 02:00:00,8,3,3,0,1,1,31.06,2,2011,0,4
3389,2011-08-11 03:00:00,7,2,3,0,1,1,31.06,3,2011,0,4
3390,2011-08-11 04:00:00,4,1,3,0,1,1,31.06,4,2011,0,4
3391,2011-08-11 05:00:00,23,2,3,0,1,1,31.06,5,2011,1,4
3392,2011-08-11 06:00:00,101,5,3,0,1,1,30.305,6,2011,1,4
3393,2011-08-11 07:00:00,292,15,3,0,1,1,31.06,7,2011,1,4
3394,2011-08-11 08:00:00,361,29,3,0,1,1,31.82,8,2011,1,4
3395,2011-08-11 09:00:00,166,31,3,0,1,1,32.575,9,2011,1,4
3396,2011-08-11 10:00:00,96,36,3,0,1,1,32.575,10,2011,1,4
3397,2011-08-11 11:00:00,128,59,3,0,1,1,33.335,11,2011,1,4
3398,2011-08-11 12:00:00,164,50,3,0,1,1,34.09,12,2011,1,4
3399,2011-08-11 13:00:00,166,51,3,0,1,1,33.335,13,2011,1,4
3400,2011-08-11 14:00:00,103,39,3,0,1,1,34.85,14,2011,1,4
3401,2011-08-11 15:00:00,126,52,3,0,1,1,34.85,15,2011,1,4
3402,2011-08-11 16:00:00,241,57,3,0,1,1,34.85,16,2011,1,4
3403,2011-08-11 17:00:00,486,96,3,0,1,1,34.85,17,2011,1,4
3404,2011-08-11 18:00:00,497,74,3,0,1,1,34.09,18,2011,1,4
3405,2011-08-11 19:00:00,323,48,3,0,1,1,32.575,19,2011,1,4
3406,2011-08-11 20:00:00,232,56,3,0,1,1,32.575,20,2011,0,4
3407,2011-08-11 21:00:00,171,35,3,0,1,1,32.575,21,2011,0,4
3408,2011-08-11 22:00:00,123,34,3,0,1,1,32.575,22,2011,0,4
3409,2011-08-11 23:00:00,105,22,3,0,1,1,31.06,23,2011,0,4
3410,2011-08-12 00:00:00,53,12,3,0,1,1,31.06,0,2011,0,5
3411,2011-08-12 01:00:00,19,4,3,0,1,1,31.06,1,2011,0,5
3412,2011-08-12 02:00:00,15,0,3,0,1,1,31.06,2,2011,0,5
3413,2011-08-12 03:00:00,9,0,3,0,1,1,31.06,3,2011,0,5
3414,2011-08-12 04:00:00,5,0,3,0,1,1,31.06,4,2011,0,5
3415,2011-08-12 05:00:00,24,2,3,0,1,1,31.06,5,2011,1,5
3416,2011-08-12 06:00:00,73,3,3,0,1,1,31.06,6,2011,1,5
3417,2011-08-12 07:00:00,247,17,3,0,1,1,31.06,7,2011,1,5
3418,2011-08-12 08:00:00,397,29,3,0,1,1,31.82,8,2011,1,5
3419,2011-08-12 09:00:00,178,27,3,0,1,1,32.575,9,2011,1,5
3420,2011-08-12 10:00:00,86,44,3,0,1,1,32.575,10,2011,1,5
3421,2011-08-12 11:00:00,108,48,3,0,1,1,33.335,11,2011,1,5
3422,2011-08-12 12:00:00,167,55,3,0,1,1,34.85,12,2011,1,5
3423,2011-08-12 13:00:00,179,74,3,0,1,1,34.09,13,2011,1,5
3424,2011-08-12 14:00:00,135,51,3,0,1,1,34.85,14,2011,1,5
3425,2011-08-12 15:00:00,190,59,3,0,1,1,34.85,15,2011,1,5
3426,2011-08-12 16:00:00,266,68,3,0,1,1,35.605,16,2011,1,5
3427,2011-08-12 17:00:00,423,93,3,0,1,1,35.605,17,2011,1,5
3428,2011-08-12 18:00:00,376,89,3,0,1,1,34.09,18,2011,1,5
3429,2011-08-12 19:00:00,284,101,3,0,1,1,33.335,19,2011,1,5
3430,2011-08-12 20:00:00,210,77,3,0,1,1,32.575,20,2011,0,5
3431,2011-08-12 21:00:00,153,73,3,0,1,1,32.575,21,2011,0,5
3432,2011-08-12 22:00:00,157,74,3,0,1,1,31.82,22,2011,0,5
3433,2011-08-12 23:00:00,100,51,3,0,1,1,31.82,23,2011,0,5
3434,2011-08-13 00:00:00,69,15,3,0,0,1,31.82,0,2011,0,6
3435,2011-08-13 01:00:00,64,13,3,0,0,2,31.82,1,2011,0,6
3436,2011-08-13 02:00:00,58,16,3,0,0,1,31.82,2,2011,0,6
3437,2011-08-13 03:00:00,18,9,3,0,0,1,31.06,3,2011,0,6
3438,2011-08-13 04:00:00,5,5,3,0,0,2,30.305,4,2011,0,6
3439,2011-08-13 05:00:00,15,3,3,0,0,1,30.305,5,2011,1,6
3440,2011-08-13 06:00:00,19,3,3,0,0,1,30.305,6,2011,1,6
3441,2011-08-13 07:00:00,34,10,3,0,0,2,31.06,7,2011,1,6
3442,2011-08-13 08:00:00,90,28,3,0,0,2,32.575,8,2011,1,6
3443,2011-08-13 09:00:00,138,70,3,0,0,2,33.335,9,2011,1,6
3444,2011-08-13 10:00:00,163,97,3,0,0,2,34.85,10,2011,1,6
3445,2011-08-13 11:00:00,192,122,3,0,0,2,34.85,11,2011,1,6
3446,2011-08-13 12:00:00,246,175,3,0,0,2,29.545,12,2011,1,6
3447,2011-08-13 13:00:00,92,61,3,0,0,2,35.605,13,2011,1,6
3448,2011-08-13 14:00:00,146,113,3,0,0,1,34.85,14,2011,1,6
3449,2011-08-13 15:00:00,208,150,3,0,0,3,31.82,15,2011,1,6
3450,2011-08-13 16:00:00,133,148,3,0,0,2,33.335,16,2011,1,6
3451,2011-08-13 17:00:00,172,97,3,0,0,2,34.85,17,2011,1,6
3452,2011-08-13 18:00:00,169,123,3,0,0,1,33.335,18,2011,1,6
3453,2011-08-13 19:00:00,170,67,3,0,0,2,31.82,19,2011,1,6
3454,2011-08-13 20:00:00,105,78,3,0,0,2,31.82,20,2011,0,6
3455,2011-08-13 21:00:00,127,40,3,0,0,2,31.82,21,2011,0,6
3456,2011-08-13 22:00:00,118,36,3,0,0,2,31.82,22,2011,0,6
3457,2011-08-13 23:00:00,95,25,3,0,0,2,30.305,23,2011,0,6
3458,2011-08-14 00:00:00,71,19,3,0,0,3,30.305,0,2011,0,7
3459,2011-08-14 01:00:00,57,16,3,0,0,3,28.79,1,2011,0,7
3460,2011-08-14 02:00:00,49,13,3,0,0,3,28.79,2,2011,0,7
3461,2011-08-14 03:00:00,22,5,3,0,0,2,28.03,3,2011,0,7
3462,2011-08-14 04:00:00,2,1,3,0,0,3,28.03,4,2011,0,7
3463,2011-08-14 05:00:00,9,1,3,0,0,2,28.03,5,2011,1,7
3464,2011-08-14 06:00:00,4,2,3,0,0,2,28.03,6,2011,1,7
3465,2011-08-14 07:00:00,20,4,3,0,0,2,29.545,7,2011,1,7
3466,2011-08-14 08:00:00,21,20,3,0,0,2,29.545,8,2011,1,7
3467,2011-08-14 09:00:00,76,27,3,0,0,3,29.545,9,2011,1,7
3468,2011-08-14 10:00:00,116,67,3,0,0,1,33.335,10,2011,1,7
3469,2011-08-14 11:00:00,117,81,3,0,0,1,33.335,11,2011,1,7
3470,2011-08-14 12:00:00,183,98,3,0,0,2,33.335,12,2011,1,7
3471,2011-08-14 13:00:00,233,144,3,0,0,1,34.85,13,2011,1,7
3472,2011-08-14 14:00:00,244,126,3,0,0,1,34.85,14,2011,1,7
3473,2011-08-14 15:00:00,203,128,3,0,0,1,34.85,15,2011,1,7
3474,2011-08-14 16:00:00,176,116,3,0,0,1,34.85,16,2011,1,7
3475,2011-08-14 17:00:00,196,133,3,0,0,1,35.605,17,2011,1,7
3476,2011-08-14 18:00:00,222,125,3,0,0,1,34.85,18,2011,1,7
3477,2011-08-14 19:00:00,184,75,3,0,0,1,34.85,19,2011,1,7
3478,2011-08-14 20:00:00,126,67,3,0,0,1,33.335,20,2011,0,7
3479,2011-08-14 21:00:00,104,51,3,0,0,3,27.275,21,2011,0,7
3480,2011-08-14 22:00:00,25,14,3,0,0,3,27.275,22,2011,0,7
3481,2011-08-14 23:00:00,22,5,3,0,0,3,28.03,23,2011,0,7
3482,2011-08-15 00:00:00,18,7,3,0,1,3,27.275,0,2011,0,1
3483,2011-08-15 01:00:00,9,1,3,0,1,2,27.275,1,2011,0,1
3484,2011-08-15 02:00:00,3,0,3,0,1,2,28.03,2,2011,0,1
3485,2011-08-15 03:00:00,6,1,3,0,1,1,28.03,3,2011,0,1
3486,2011-08-15 04:00:00,4,1,3,0,1,1,28.03,4,2011,0,1
3487,2011-08-15 05:00:00,14,3,3,0,1,2,27.275,5,2011,1,1
3488,2011-08-15 06:00:00,87,3,3,0,1,1,27.275,6,2011,1,1
3489,2011-08-15 07:00:00,248,10,3,0,1,1,27.275,7,2011,1,1
3490,2011-08-15 08:00:00,326,29,3,0,1,1,29.545,8,2011,1,1
3491,2011-08-15 09:00:00,170,52,3,0,1,1,29.545,9,2011,1,1
3492,2011-08-15 10:00:00,87,54,3,0,1,1,31.82,10,2011,1,1
3493,2011-08-15 11:00:00,112,41,3,0,1,2,34.09,11,2011,1,1
3494,2011-08-15 12:00:00,116,62,3,0,1,1,34.09,12,2011,1,1
3495,2011-08-15 13:00:00,140,53,3,0,1,1,35.605,13,2011,1,1
3496,2011-08-15 14:00:00,95,56,3,0,1,1,34.09,14,2011,1,1
3497,2011-08-15 15:00:00,133,49,3,0,1,3,34.09,15,2011,1,1
3498,2011-08-15 16:00:00,225,58,3,0,1,1,34.09,16,2011,1,1
3499,2011-08-15 17:00:00,471,59,3,0,1,1,33.335,17,2011,1,1
3500,2011-08-15 18:00:00,413,70,3,0,1,1,32.575,18,2011,1,1
3501,2011-08-15 19:00:00,343,54,3,0,1,1,32.575,19,2011,1,1
3502,2011-08-15 20:00:00,240,45,3,0,1,1,31.06,20,2011,0,1
3503,2011-08-15 21:00:00,150,34,3,0,1,1,31.06,21,2011,0,1
3504,2011-08-15 22:00:00,76,22,3,0,1,1,31.06,22,2011,0,1
3505,2011-08-15 23:00:00,77,11,3,0,1,1,30.305,23,2011,0,1
3506,2011-08-16 00:00:00,23,8,3,0,1,1,30.305,0,2011,0,2
3507,2011-08-16 01:00:00,12,4,3,0,1,1,30.305,1,2011,0,2
3508,2011-08-16 02:00:00,3,1,3,0,1,1,29.545,2,2011,0,2
3509,2011-08-16 03:00:00,5,1,3,0,1,1,29.545,3,2011,0,2
3510,2011-08-16 04:00:00,5,0,3,0,1,1,30.305,4,2011,0,2
3511,2011-08-16 05:00:00,29,1,3,0,1,1,29.545,5,2011,1,2
3512,2011-08-16 06:00:00,115,4,3,0,1,1,29.545,6,2011,1,2
3513,2011-08-16 07:00:00,328,18,3,0,1,1,30.305,7,2011,1,2
3514,2011-08-16 08:00:00,417,24,3,0,1,1,32.575,8,2011,1,2
3515,2011-08-16 09:00:00,171,27,3,0,1,1,31.82,9,2011,1,2
3516,2011-08-16 10:00:00,83,28,3,0,1,1,32.575,10,2011,1,2
3517,2011-08-16 11:00:00,110,40,3,0,1,1,33.335,11,2011,1,2
3518,2011-08-16 12:00:00,120,42,3,0,1,1,34.09,12,2011,1,2
3519,2011-08-16 13:00:00,147,45,3,0,1,1,34.09,13,2011,1,2
3520,2011-08-16 14:00:00,117,65,3,0,1,1,34.09,14,2011,1,2
3521,2011-08-16 15:00:00,123,36,3,0,1,1,35.605,15,2011,1,2
3522,2011-08-16 16:00:00,248,55,3,0,1,1,35.605,16,2011,1,2
3523,2011-08-16 17:00:00,525,75,3,0,1,1,34.09,17,2011,1,2
3524,2011-08-16 18:00:00,516,54,3,0,1,1,34.09,18,2011,1,2
3525,2011-08-16 19:00:00,320,56,3,0,1,1,33.335,19,2011,1,2
3526,2011-08-16 20:00:00,232,48,3,0,1,1,33.335,20,2011,0,2
3527,2011-08-16 21:00:00,177,38,3,0,1,1,33.335,21,2011,0,2
3528,2011-08-16 22:00:00,121,31,3,0,1,1,32.575,22,2011,0,2
3529,2011-08-16 23:00:00,57,20,3,0,1,1,31.06,23,2011,0,2
3530,2011-08-17 00:00:00,16,8,3,0,1,1,31.06,0,2011,0,3
3531,2011-08-17 01:00:00,12,2,3,0,1,1,30.305,1,2011,0,3
3532,2011-08-17 02:00:00,6,0,3,0,1,1,31.06,2,2011,0,3
3533,2011-08-17 03:00:00,4,1,3,0,1,1,29.545,3,2011,0,3
3534,2011-08-17 04:00:00,5,0,3,0,1,1,30.305,4,2011,0,3
3535,2011-08-17 05:00:00,28,0,3,0,1,1,30.305,5,2011,1,3
3536,2011-08-17 06:00:00,101,4,3,0,1,1,29.545,6,2011,1,3
3537,2011-08-17 07:00:00,296,12,3,0,1,1,31.06,7,2011,1,3
3538,2011-08-17 08:00:00,452,35,3,0,1,1,32.575,8,2011,1,3
3539,2011-08-17 09:00:00,178,31,3,0,1,1,33.335,9,2011,1,3
3540,2011-08-17 10:00:00,91,27,3,0,1,1,34.09,10,2011,1,3
3541,2011-08-17 11:00:00,108,20,3,0,1,1,34.85,11,2011,1,3
3542,2011-08-17 12:00:00,163,26,3,0,1,1,36.365,12,2011,1,3
3543,2011-08-17 13:00:00,138,38,3,0,1,1,35.605,13,2011,1,3
3544,2011-08-17 14:00:00,138,54,3,0,1,1,36.365,14,2011,1,3
3545,2011-08-17 15:00:00,117,42,3,0,1,1,36.365,15,2011,1,3
3546,2011-08-17 16:00:00,238,62,3,0,1,1,37.12,16,2011,1,3
3547,2011-08-17 17:00:00,506,46,3,0,1,1,37.12,17,2011,1,3
