,registered,casual,season,holiday,workingday,weather,atemp,hour,year,sunindicator
3030,8,2,3,0,1,1,29.545,4,2011,0
3031,16,7,3,0,1,1,29.545,5,2011,1
3032,108,12,3,0,1,2,29.545,6,2011,1
3033,257,17,3,0,1,1,30.305,7,2011,1
3034,514,50,3,0,1,1,30.305,8,2011,1
3035,176,31,3,0,1,1,31.82,9,2011,1
3036,107,59,3,0,1,2,31.06,10,2011,1
3037,137,73,3,0,1,1,32.575,11,2011,1
3038,177,61,3,0,1,1,32.575,12,2011,1
3039,162,85,3,0,1,1,32.575,13,2011,1
3040,160,105,3,0,1,1,32.575,14,2011,1
3041,163,74,3,0,1,1,32.575,15,2011,1
3042,265,96,3,0,1,1,33.335,16,2011,1
3043,483,104,3,0,1,1,33.335,17,2011,1
3044,394,102,3,0,1,1,32.575,18,2011,1
3045,280,114,3,0,1,1,31.82,19,2011,1
3046,251,92,3,0,1,1,32.575,20,2011,1
3047,186,75,3,0,1,1,31.06,21,2011,0
3048,152,71,3,0,1,1,31.06,22,2011,0
3049,126,41,3,0,1,1,31.06,23,2011,0
3050,68,42,3,0,0,1,30.305,0,2011,0
3051,51,24,3,0,0,1,29.545,1,2011,0
3052,48,10,3,0,0,1,29.545,2,2011,0
3053,20,6,3,0,0,1,28.79,3,2011,0
3054,7,9,3,0,0,1,29.545,4,2011,0
3055,6,4,3,0,0,1,27.275,5,2011,1
3056,21,16,3,0,0,1,28.79,6,2011,1
3057,38,14,3,0,0,1,29.545,7,2011,1
3058,90,37,3,0,0,1,31.06,8,2011,1
3059,150,72,3,0,0,1,32.575,9,2011,1
3060,208,114,3,0,0,1,33.335,10,2011,1
3061,225,171,3,0,0,1,33.335,11,2011,1
3062,276,187,3,0,0,1,34.09,12,2011,1
3063,276,221,3,0,0,1,34.09,13,2011,1
3064,232,201,3,0,0,1,33.335,14,2011,1
3065,223,205,3,0,0,1,34.09,15,2011,1
3066,242,183,3,0,0,1,34.09,16,2011,1
3067,241,234,3,0,0,1,34.09,17,2011,1
3068,243,185,3,0,0,1,34.09,18,2011,1
3069,242,164,3,0,0,1,34.09,19,2011,1
3070,188,108,3,0,0,1,33.335,20,2011,1
3071,167,85,3,0,0,1,32.575,21,2011,0
3072,136,65,3,0,0,1,32.575,22,2011,0
3073,107,61,3,0,0,1,31.82,23,2011,0
3074,91,34,3,0,0,1,31.06,0,2011,0
3075,86,16,3,0,0,1,30.305,1,2011,0
3076,66,28,3,0,0,1,30.305,2,2011,0
3077,26,21,3,0,0,1,30.305,3,2011,0
3078,6,4,3,0,0,1,29.545,4,2011,0
3079,8,4,3,0,0,1,30.305,5,2011,1
3080,11,10,3,0,0,1,29.545,6,2011,1
3081,30,20,3,0,0,1,30.305,7,2011,1
3082,73,45,3,0,0,1,31.82,8,2011,1
3083,110,74,3,0,0,1,33.335,9,2011,1
3084,177,127,3,0,0,1,34.09,10,2011,1
3085,244,147,3,0,0,1,34.85,11,2011,1
3086,243,177,3,0,0,1,34.85,12,2011,1
3087,272,200,3,0,0,1,37.12,13,2011,1
3088,262,168,3,0,0,1,37.12,14,2011,1
3089,195,129,3,0,0,1,37.12,15,2011,1
3090,188,129,3,0,0,1,36.365,16,2011,1
3091,236,133,3,0,0,1,37.12,17,2011,1
3092,243,147,3,0,0,1,36.365,18,2011,1
3093,234,145,3,0,0,1,34.85,19,2011,1
3094,177,85,3,0,0,1,35.605,20,2011,1
3095,148,59,3,0,0,1,34.09,21,2011,0
3096,116,65,3,0,0,1,34.09,22,2011,0
3097,54,39,3,0,0,1,33.335,23,2011,0
3098,30,21,3,0,1,1,33.335,0,2011,0
3099,8,17,3,0,1,1,33.335,1,2011,0
3100,8,2,3,0,1,1,30.305,2,2011,0
3101,4,3,3,0,1,1,30.305,3,2011,0
3102,3,1,3,0,1,1,29.545,4,2011,0
3103,15,2,3,0,1,1,29.545,5,2011,1
3104,95,10,3,0,1,1,28.79,6,2011,1
3105,255,22,3,0,1,1,31.82,7,2011,1
3106,329,18,3,0,1,1,32.575,8,2011,1
3107,170,33,3,0,1,1,34.85,9,2011,1
3108,78,52,3,0,1,1,35.605,10,2011,1
3109,99,42,3,0,1,1,37.88,11,2011,1
3110,126,39,3,0,1,1,38.635,12,2011,1
3111,125,27,3,0,1,1,39.395,13,2011,1
3112,106,32,3,0,1,1,39.395,14,2011,1
3113,111,53,3,0,1,1,40.15,15,2011,1
3114,220,45,3,0,1,1,40.15,16,2011,1
3115,473,72,3,0,1,1,39.395,17,2011,1
3116,478,80,3,0,1,1,38.635,18,2011,1
3117,335,63,3,0,1,1,37.88,19,2011,1
3118,232,91,3,0,1,1,37.12,20,2011,1
3119,154,48,3,0,1,1,34.85,21,2011,0
3120,104,36,3,0,1,1,36.365,22,2011,0
3121,59,32,3,0,1,1,34.85,23,2011,0
3122,26,25,3,0,1,1,34.85,0,2011,0
3123,6,7,3,0,1,2,34.85,1,2011,0
3124,4,9,3,0,1,1,34.09,2,2011,0
3125,1,2,3,0,1,1,34.09,3,2011,0
3126,4,1,3,0,1,1,34.09,4,2011,0
3127,19,0,3,0,1,2,33.335,5,2011,1
3128,126,8,3,0,1,2,34.85,6,2011,1
3129,287,28,3,0,1,2,34.85,7,2011,1
3130,381,31,3,0,1,2,36.365,8,2011,1
3131,177,22,3,0,1,2,39.395,9,2011,1
3132,112,29,3,0,1,2,39.395,10,2011,1
3133,98,29,3,0,1,1,40.15,11,2011,1
3134,127,26,3,0,1,1,40.91,12,2011,1
3135,139,33,3,0,1,1,41.665,13,2011,1
3136,111,41,3,0,1,1,40.91,14,2011,1
3137,110,48,3,0,1,1,40.91,15,2011,1
3138,216,61,3,0,1,1,42.425,16,2011,1
3139,445,68,3,0,1,1,40.15,17,2011,1
3140,450,80,3,0,1,1,40.15,18,2011,1
3141,334,54,3,0,1,1,37.12,19,2011,1
3142,229,48,3,0,1,1,36.365,20,2011,0
3143,194,47,3,0,1,1,35.605,21,2011,0
3144,120,36,3,0,1,1,35.605,22,2011,0
3145,73,19,3,0,1,3,34.85,23,2011,0
3146,22,7,3,0,1,1,34.09,0,2011,0
3147,12,5,3,0,1,1,34.85,1,2011,0
3148,7,4,3,0,1,1,33.335,2,2011,0
3149,4,0,3,0,1,1,33.335,3,2011,0
3150,2,2,3,0,1,1,30.305,4,2011,0
3151,24,2,3,0,1,1,30.305,5,2011,1
3152,97,3,3,0,1,1,30.305,6,2011,1
3153,258,24,3,0,1,1,34.09,7,2011,1
3154,347,35,3,0,1,1,36.365,8,2011,1
3155,139,27,3,0,1,1,37.12,9,2011,1
3156,70,27,3,0,1,1,37.88,10,2011,1
3157,66,53,3,0,1,1,38.635,11,2011,1
3158,115,53,3,0,1,1,40.15,12,2011,1
3159,112,38,3,0,1,1,40.15,13,2011,1
3160,86,37,3,0,1,1,40.91,14,2011,1
3161,77,52,3,0,1,1,39.395,15,2011,1
3162,197,34,3,0,1,1,39.395,16,2011,1
3163,445,69,3,0,1,1,34.09,17,2011,1
3164,475,68,3,0,1,1,34.85,18,2011,1
3165,350,63,3,0,1,1,33.335,19,2011,1
3166,256,49,3,0,1,1,34.09,20,2011,0
3167,178,42,3,0,1,1,32.575,21,2011,0
3168,116,21,3,0,1,1,32.575,22,2011,0
3169,82,14,3,0,1,1,31.82,23,2011,0
3170,18,11,3,0,1,1,31.06,0,2011,0
3171,8,4,3,0,1,1,31.06,1,2011,0
3172,6,2,3,0,1,1,31.82,2,2011,0
3173,5,0,3,0,1,1,31.06,3,2011,0
3174,10,0,3,0,1,1,31.06,4,2011,0
3175,17,4,3,0,1,1,31.06,5,2011,1
3176,105,12,3,0,1,1,31.82,6,2011,1
3177,320,15,3,0,1,1,33.335,7,2011,1
3178,398,37,3,0,1,1,34.09,8,2011,1
3179,182,31,3,0,1,1,34.85,9,2011,1
3180,90,50,3,0,1,1,36.365,10,2011,1
3181,96,32,3,0,1,1,36.365,11,2011,1
3182,112,45,3,0,1,1,37.12,12,2011,1
3183,153,50,3,0,1,1,37.12,13,2011,1
3184,114,45,3,0,1,1,38.635,14,2011,1
3185,120,48,3,0,1,1,38.635,15,2011,1
3186,216,58,3,0,1,1,38.635,16,2011,1
3187,493,63,3,0,1,2,39.395,17,2011,1
3188,491,65,3,0,1,2,37.88,18,2011,1
3189,369,85,3,0,1,2,37.88,19,2011,1
3190,248,40,3,0,1,2,37.88,20,2011,0
3191,201,53,3,0,1,1,37.12,21,2011,0
3192,169,22,3,0,1,2,37.12,22,2011,0
3193,103,29,3,0,1,2,37.12,23,2011,0
3194,32,11,3,0,1,2,37.12,0,2011,0
3195,9,7,3,0,1,2,35.605,1,2011,0
3196,9,2,3,0,1,2,35.605,2,2011,0
3197,4,0,3,0,1,2,34.85,3,2011,0
3198,7,0,3,0,1,2,34.85,4,2011,0
3199,22,2,3,0,1,2,34.85,5,2011,1
3200,101,9,3,0,1,3,34.09,6,2011,1
3201,252,19,3,0,1,2,33.335,7,2011,1
3202,408,29,3,0,1,2,33.335,8,2011,1
3203,172,23,3,0,1,2,34.09,9,2011,1
3204,59,9,3,0,1,3,34.09,10,2011,1
3205,93,29,3,0,1,2,34.09,11,2011,1
3206,142,19,3,0,1,3,34.85,12,2011,1
3207,107,37,3,0,1,2,35.605,13,2011,1
3208,104,43,3,0,1,2,35.605,14,2011,1
3209,87,31,3,0,1,2,33.335,15,2011,1
3210,129,21,3,0,1,3,31.82,16,2011,1
3211,378,47,3,0,1,2,33.335,17,2011,1
3212,443,49,3,0,1,3,33.335,18,2011,1
3213,270,51,3,0,1,3,33.335,19,2011,1
3214,80,7,3,0,1,3,33.335,20,2011,0
3215,81,7,3,0,1,2,31.82,21,2011,0
3216,66,11,3,0,1,3,31.82,22,2011,0
3217,52,4,3,0,1,2,31.82,23,2011,0
3218,15,2,3,0,1,2,31.82,0,2011,0
3219,14,3,3,0,1,2,29.545,1,2011,0
3220,5,2,3,0,1,2,29.545,2,2011,0
3221,3,0,3,0,1,3,29.545,3,2011,0
3222,7,0,3,0,1,2,31.82,4,2011,0
3223,17,3,3,0,1,2,31.82,5,2011,1
3224,90,7,3,0,1,2,31.82,6,2011,1
3225,271,11,3,0,1,2,31.82,7,2011,1
3226,369,29,3,0,1,2,32.575,8,2011,1
3227,162,25,3,0,1,1,34.85,9,2011,1
3228,89,24,3,0,1,1,33.335,10,2011,1
3229,112,37,3,0,1,2,34.85,11,2011,1
3230,152,53,3,0,1,2,35.605,12,2011,1
3231,142,63,3,0,1,1,35.605,13,2011,1
3232,114,53,3,0,1,1,37.88,14,2011,1
3233,115,50,3,0,1,1,37.88,15,2011,1
3234,220,70,3,0,1,1,35.605,16,2011,1
3235,464,91,3,0,1,1,35.605,17,2011,1
3236,435,88,3,0,1,1,33.335,18,2011,1
3237,301,65,3,0,1,1,33.335,19,2011,1
3238,245,41,3,0,1,2,33.335,20,2011,0
3239,186,25,3,0,1,2,33.335,21,2011,0
3240,141,33,3,0,1,1,31.82,22,2011,0
3241,108,24,3,0,1,1,31.06,23,2011,0
3242,41,13,3,0,1,1,31.06,0,2011,0
3243,16,3,3,0,1,1,29.545,1,2011,0
3244,14,5,3,0,1,1,31.06,2,2011,0
3245,6,0,3,0,1,1,29.545,3,2011,0
3246,6,1,3,0,1,1,29.545,4,2011,0
3247,16,0,3,0,1,1,29.545,5,2011,1
3248,94,7,3,0,1,1,29.545,6,2011,1
3249,247,23,3,0,1,1,30.305,7,2011,1
3250,415,39,3,0,1,1,32.575,8,2011,1
3251,183,43,3,0,1,1,33.335,9,2011,1
3252,113,50,3,0,1,1,34.09,10,2011,1
3253,103,44,3,0,1,2,34.85,11,2011,1
3254,159,57,3,0,1,1,34.85,12,2011,1
3255,164,40,3,0,1,1,35.605,13,2011,1
3256,164,81,3,0,1,2,35.605,14,2011,1
3257,160,50,3,0,1,1,34.85,15,2011,1
3258,254,76,3,0,1,1,37.12,16,2011,1
3259,466,84,3,0,1,1,35.605,17,2011,1
3260,361,105,3,0,1,1,34.85,18,2011,1
3261,282,90,3,0,1,1,34.09,19,2011,1
3262,221,70,3,0,1,1,33.335,20,2011,0
3263,119,54,3,0,1,1,32.575,21,2011,0
3264,137,51,3,0,1,1,32.575,22,2011,0
3265,102,37,3,0,1,1,31.82,23,2011,0
3266,104,29,3,0,0,1,30.305,0,2011,0
3267,50,17,3,0,0,1,30.305,1,2011,0
3268,39,14,3,0,0,1,30.305,2,2011,0
3269,28,14,3,0,0,2,30.305,3,2011,0
3270,5,5,3,0,0,2,30.305,4,2011,0
3271,4,2,3,0,0,1,28.79,5,2011,1
3272,22,5,3,0,0,1,28.79,6,2011,1
3273,49,14,3,0,0,1,31.82,7,2011,1
3274,94,27,3,0,0,1,31.82,8,2011,1
3275,155,60,3,0,0,1,34.85,9,2011,1
3276,199,91,3,0,0,2,34.85,10,2011,1
3277,211,138,3,0,0,1,37.12,11,2011,1
3278,252,130,3,0,0,1,37.88,12,2011,1
3279,265,176,3,0,0,2,38.635,13,2011,1
3280,204,176,3,0,0,1,38.635,14,2011,1
3281,232,130,3,0,0,2,40.15,15,2011,1
3282,188,155,3,0,0,3,35.605,16,2011,1
3283,88,61,3,0,0,3,35.605,17,2011,1
3284,130,81,3,0,0,2,34.85,18,2011,1
3285,114,57,3,0,0,3,35.605,19,2011,1
3286,79,58,3,0,0,3,34.85,20,2011,0
3287,86,28,3,0,0,2,33.335,21,2011,0
3288,96,24,3,0,0,2,33.335,22,2011,0
3289,79,29,3,0,0,3,33.335,23,2011,0
3290,66,14,3,0,0,2,33.335,0,2011,0
3291,63,10,3,0,0,2,33.335,1,2011,0
3292,48,18,3,0,0,2,33.335,2,2011,0
3293,23,9,3,0,0,2,33.335,3,2011,0
3294,5,1,3,0,0,1,33.335,4,2011,0
3295,4,1,3,0,0,1,33.335,5,2011,1
3296,10,3,3,0,0,1,33.335,6,2011,1
3297,28,11,3,0,0,1,33.335,7,2011,1
3298,66,23,3,0,0,1,34.85,8,2011,1
3299,102,82,3,0,0,1,37.12,9,2011,1
3300,178,88,3,0,0,1,40.15,10,2011,1
3301,156,113,3,0,0,1,41.665,11,2011,1
3302,209,161,3,0,0,1,42.425,12,2011,1
3303,206,118,3,0,0,1,42.425,13,2011,1
3304,192,130,3,0,0,1,40.15,14,2011,1
3305,208,118,3,0,0,3,34.85,15,2011,1
3306,119,74,3,0,0,3,34.85,16,2011,1
3307,131,63,3,0,0,3,35.605,17,2011,1
3308,155,74,3,0,0,1,34.85,18,2011,1
3309,160,68,3,0,0,1,34.85,19,2011,1
3310,133,50,3,0,0,1,35.605,20,2011,0
3311,100,36,3,0,0,1,35.605,21,2011,0
3312,82,21,3,0,0,1,33.335,22,2011,0
3313,43,12,3,0,0,1,33.335,23,2011,0
3314,17,13,3,0,1,1,33.335,0,2011,0
3315,8,4,3,0,1,1,31.82,1,2011,0
3316,3,4,3,0,1,1,29.545,2,2011,0
3317,0,1,3,0,1,1,29.545,3,2011,0
3318,8,2,3,0,1,1,29.545,4,2011,0
3319,14,1,3,0,1,1,33.335,5,2011,1
3320,87,8,3,0,1,1,32.575,6,2011,1
3321,249,18,3,0,1,1,34.09,7,2011,1
3322,320,29,3,0,1,1,34.09,8,2011,1
3323,146,37,3,0,1,1,34.85,9,2011,1
3324,62,62,3,0,1,1,37.12,10,2011,1
3325,89,90,3,0,1,1,37.12,11,2011,1
3326,134,48,3,0,1,1,37.88,12,2011,1
3327,108,43,3,0,1,1,37.88,13,2011,1
3328,109,41,3,0,1,1,37.12,14,2011,1
3329,86,40,3,0,1,1,37.88,15,2011,1
3330,218,64,3,0,1,1,38.635,16,2011,1
3331,460,67,3,0,1,1,38.635,17,2011,1
3332,465,64,3,0,1,1,37.88,18,2011,1
3333,352,64,3,0,1,1,37.12,19,2011,1
3334,215,71,3,0,1,1,37.88,20,2011,0
3335,156,30,3,0,1,1,35.605,21,2011,0
3336,121,26,3,0,1,1,35.605,22,2011,0
3337,53,19,3,0,1,1,34.85,23,2011,0
3338,25,10,3,0,1,1,34.85,0,2011,0
3339,9,5,3,0,1,1,34.09,1,2011,0
3340,3,9,3,0,1,1,34.09,2,2011,0
3341,3,0,3,0,1,1,34.09,3,2011,0
3342,6,1,3,0,1,1,33.335,4,2011,0
3343,25,5,3,0,1,1,32.575,5,2011,1
3344,95,6,3,0,1,1,33.335,6,2011,1
3345,313,30,3,0,1,1,34.85,7,2011,1
3346,352,40,3,0,1,1,34.85,8,2011,1
3347,141,34,3,0,1,2,37.12,9,2011,1
3348,89,55,3,0,1,2,38.635,10,2011,1
3349,88,61,3,0,1,1,38.635,11,2011,1
3350,125,60,3,0,1,1,39.395,12,2011,1
3351,127,48,3,0,1,1,39.395,13,2011,1
3352,95,53,3,0,1,1,39.395,14,2011,1
3353,106,58,3,0,1,1,38.635,15,2011,1
3354,228,57,3,0,1,1,38.635,16,2011,1
3355,453,79,3,0,1,1,37.88,17,2011,1
3356,488,97,3,0,1,1,37.88,18,2011,1
3357,302,69,3,0,1,1,37.12,19,2011,1
3358,258,34,3,0,1,1,36.365,20,2011,0
3359,184,46,3,0,1,1,34.85,21,2011,0
3360,127,28,3,0,1,1,34.85,22,2011,0
3361,53,22,3,0,1,1,34.09,23,2011,0
3362,18,19,3,0,1,1,33.335,0,2011,0
3363,10,7,3,0,1,1,33.335,1,2011,0
3364,10,1,3,0,1,1,33.335,2,2011,0
3365,3,1,3,0,1,1,32.575,3,2011,0
3366,4,1,3,0,1,1,32.575,4,2011,0
3367,30,2,3,0,1,1,31.82,5,2011,1
3368,110,9,3,0,1,1,31.82,6,2011,1
3369,289,16,3,0,1,1,32.575,7,2011,1
3370,361,38,3,0,1,1,33.335,8,2011,1
3371,148,32,3,0,1,1,34.09,9,2011,1
3372,72,41,3,0,1,1,36.365,10,2011,1
3373,95,54,3,0,1,1,35.605,11,2011,1
3374,166,74,3,0,1,1,36.365,12,2011,1
3375,150,41,3,0,1,1,36.365,13,2011,1
3376,116,62,3,0,1,1,36.365,14,2011,1
3377,141,53,3,0,1,1,37.12,15,2011,1
3378,206,76,3,0,1,1,37.12,16,2011,1
3379,513,71,3,0,1,1,35.605,17,2011,1
3380,489,70,3,0,1,1,35.605,18,2011,1
3381,334,79,3,0,1,1,34.85,19,2011,1
3382,253,59,3,0,1,1,33.335,20,2011,0
3383,162,47,3,0,1,1,33.335,21,2011,0
3384,122,17,3,0,1,1,32.575,22,2011,0
3385,94,14,3,0,1,1,32.575,23,2011,0
3386,40,6,3,0,1,1,31.82,0,2011,0
3387,17,9,3,0,1,1,31.82,1,2011,0
3388,8,3,3,0,1,1,31.06,2,2011,0
3389,7,2,3,0,1,1,31.06,3,2011,0
3390,4,1,3,0,1,1,31.06,4,2011,0
3391,23,2,3,0,1,1,31.06,5,2011,1
3392,101,5,3,0,1,1,30.305,6,2011,1
3393,292,15,3,0,1,1,31.06,7,2011,1
3394,361,29,3,0,1,1,31.82,8,2011,1
3395,166,31,3,0,1,1,32.575,9,2011,1
3396,96,36,3,0,1,1,32.575,10,2011,1
3397,128,59,3,0,1,1,33.335,11,2011,1
3398,164,50,3,0,1,1,34.09,12,2011,1
3399,166,51,3,0,1,1,33.335,13,2011,1
3400,103,39,3,0,1,1,34.85,14,2011,1
3401,126,52,3,0,1,1,34.85,15,2011,1
3402,241,57,3,0,1,1,34.85,16,2011,1
3403,486,96,3,0,1,1,34.85,17,2011,1
3404,497,74,3,0,1,1,34.09,18,2011,1
3405,323,48,3,0,1,1,32.575,19,2011,1
3406,232,56,3,0,1,1,32.575,20,2011,0
3407,171,35,3,0,1,1,32.575,21,2011,0
3408,123,34,3,0,1,1,32.575,22,2011,0
3409,105,22,3,0,1,1,31.06,23,2011,0
3410,53,12,3,0,1,1,31.06,0,2011,0
3411,19,4,3,0,1,1,31.06,1,2011,0
3412,15,0,3,0,1,1,31.06,2,2011,0
3413,9,0,3,0,1,1,31.06,3,2011,0
3414,5,0,3,0,1,1,31.06,4,2011,0
3415,24,2,3,0,1,1,31.06,5,2011,1
3416,73,3,3,0,1,1,31.06,6,2011,1
3417,247,17,3,0,1,1,31.06,7,2011,1
3418,397,29,3,0,1,1,31.82,8,2011,1
3419,178,27,3,0,1,1,32.575,9,2011,1
3420,86,44,3,0,1,1,32.575,10,2011,1
3421,108,48,3,0,1,1,33.335,11,2011,1
3422,167,55,3,0,1,1,34.85,12,2011,1
3423,179,74,3,0,1,1,34.09,13,2011,1
3424,135,51,3,0,1,1,34.85,14,2011,1
3425,190,59,3,0,1,1,34.85,15,2011,1
3426,266,68,3,0,1,1,35.605,16,2011,1
3427,423,93,3,0,1,1,35.605,17,2011,1
3428,376,89,3,0,1,1,34.09,18,2011,1
3429,284,101,3,0,1,1,33.335,19,2011,1
3430,210,77,3,0,1,1,32.575,20,2011,0
3431,153,73,3,0,1,1,32.575,21,2011,0
3432,157,74,3,0,1,1,31.82,22,2011,0
3433,100,51,3,0,1,1,31.82,23,2011,0
3434,69,15,3,0,0,1,31.82,0,2011,0
3435,64,13,3,0,0,2,31.82,1,2011,0
3436,58,16,3,0,0,1,31.82,2,2011,0
3437,18,9,3,0,0,1,31.06,3,2011,0
3438,5,5,3,0,0,2,30.305,4,2011,0
3439,15,3,3,0,0,1,30.305,5,2011,1
3440,19,3,3,0,0,1,30.305,6,2011,1
3441,34,10,3,0,0,2,31.06,7,2011,1
3442,90,28,3,0,0,2,32.575,8,2011,1
3443,138,70,3,0,0,2,33.335,9,2011,1
3444,163,97,3,0,0,2,34.85,10,2011,1
3445,192,122,3,0,0,2,34.85,11,2011,1
3446,246,175,3,0,0,2,29.545,12,2011,1
3447,92,61,3,0,0,2,35.605,13,2011,1
3448,146,113,3,0,0,1,34.85,14,2011,1
3449,208,150,3,0,0,3,31.82,15,2011,1
3450,133,148,3,0,0,2,33.335,16,2011,1
3451,172,97,3,0,0,2,34.85,17,2011,1
3452,169,123,3,0,0,1,33.335,18,2011,1
3453,170,67,3,0,0,2,31.82,19,2011,1
3454,105,78,3,0,0,2,31.82,20,2011,0
3455,127,40,3,0,0,2,31.82,21,2011,0
3456,118,36,3,0,0,2,31.82,22,2011,0
3457,95,25,3,0,0,2,30.305,23,2011,0
3458,71,19,3,0,0,3,30.305,0,2011,0
3459,57,16,3,0,0,3,28.79,1,2011,0
3460,49,13,3,0,0,3,28.79,2,2011,0
3461,22,5,3,0,0,2,28.03,3,2011,0
3462,2,1,3,0,0,3,28.03,4,2011,0
3463,9,1,3,0,0,2,28.03,5,2011,1
3464,4,2,3,0,0,2,28.03,6,2011,1
3465,20,4,3,0,0,2,29.545,7,2011,1
3466,21,20,3,0,0,2,29.545,8,2011,1
3467,76,27,3,0,0,3,29.545,9,2011,1
3468,116,67,3,0,0,1,33.335,10,2011,1
3469,117,81,3,0,0,1,33.335,11,2011,1
3470,183,98,3,0,0,2,33.335,12,2011,1
3471,233,144,3,0,0,1,34.85,13,2011,1
3472,244,126,3,0,0,1,34.85,14,2011,1
3473,203,128,3,0,0,1,34.85,15,2011,1
3474,176,116,3,0,0,1,34.85,16,2011,1
3475,196,133,3,0,0,1,35.605,17,2011,1
3476,222,125,3,0,0,1,34.85,18,2011,1
3477,184,75,3,0,0,1,34.85,19,2011,1
3478,126,67,3,0,0,1,33.335,20,2011,0
3479,104,51,3,0,0,3,27.275,21,2011,0
3480,25,14,3,0,0,3,27.275,22,2011,0
3481,22,5,3,0,0,3,28.03,23,2011,0
3482,18,7,3,0,1,3,27.275,0,2011,0
3483,9,1,3,0,1,2,27.275,1,2011,0
3484,3,0,3,0,1,2,28.03,2,2011,0
3485,6,1,3,0,1,1,28.03,3,2011,0
3486,4,1,3,0,1,1,28.03,4,2011,0
3487,14,3,3,0,1,2,27.275,5,2011,1
3488,87,3,3,0,1,1,27.275,6,2011,1
3489,248,10,3,0,1,1,27.275,7,2011,1
3490,326,29,3,0,1,1,29.545,8,2011,1
3491,170,52,3,0,1,1,29.545,9,2011,1
3492,87,54,3,0,1,1,31.82,10,2011,1
3493,112,41,3,0,1,2,34.09,11,2011,1
3494,116,62,3,0,1,1,34.09,12,2011,1
3495,140,53,3,0,1,1,35.605,13,2011,1
3496,95,56,3,0,1,1,34.09,14,2011,1
3497,133,49,3,0,1,3,34.09,15,2011,1
3498,225,58,3,0,1,1,34.09,16,2011,1
3499,471,59,3,0,1,1,33.335,17,2011,1
3500,413,70,3,0,1,1,32.575,18,2011,1
3501,343,54,3,0,1,1,32.575,19,2011,1
3502,240,45,3,0,1,1,31.06,20,2011,0
3503,150,34,3,0,1,1,31.06,21,2011,0
3504,76,22,3,0,1,1,31.06,22,2011,0
3505,77,11,3,0,1,1,30.305,23,2011,0
3506,23,8,3,0,1,1,30.305,0,2011,0
3507,12,4,3,0,1,1,30.305,1,2011,0
3508,3,1,3,0,1,1,29.545,2,2011,0
3509,5,1,3,0,1,1,29.545,3,2011,0
3510,5,0,3,0,1,1,30.305,4,2011,0
3511,29,1,3,0,1,1,29.545,5,2011,1
3512,115,4,3,0,1,1,29.545,6,2011,1
3513,328,18,3,0,1,1,30.305,7,2011,1
3514,417,24,3,0,1,1,32.575,8,2011,1
3515,171,27,3,0,1,1,31.82,9,2011,1
3516,83,28,3,0,1,1,32.575,10,2011,1
3517,110,40,3,0,1,1,33.335,11,2011,1
3518,120,42,3,0,1,1,34.09,12,2011,1
3519,147,45,3,0,1,1,34.09,13,2011,1
3520,117,65,3,0,1,1,34.09,14,2011,1
3521,123,36,3,0,1,1,35.605,15,2011,1
3522,248,55,3,0,1,1,35.605,16,2011,1
3523,525,75,3,0,1,1,34.09,17,2011,1
3524,516,54,3,0,1,1,34.09,18,2011,1
3525,320,56,3,0,1,1,33.335,19,2011,1
3526,232,48,3,0,1,1,33.335,20,2011,0
3527,177,38,3,0,1,1,33.335,21,2011,0
3528,121,31,3,0,1,1,32.575,22,2011,0
3529,57,20,3,0,1,1,31.06,23,2011,0
3530,16,8,3,0,1,1,31.06,0,2011,0
3531,12,2,3,0,1,1,30.305,1,2011,0
3532,6,0,3,0,1,1,31.06,2,2011,0
3533,4,1,3,0,1,1,29.545,3,2011,0
3534,5,0,3,0,1,1,30.305,4,2011,0
3535,28,0,3,0,1,1,30.305,5,2011,1
3536,101,4,3,0,1,1,29.545,6,2011,1
3537,296,12,3,0,1,1,31.06,7,2011,1
3538,452,35,3,0,1,1,32.575,8,2011,1
3539,178,31,3,0,1,1,33.335,9,2011,1
3540,91,27,3,0,1,1,34.09,10,2011,1
3541,108,20,3,0,1,1,34.85,11,2011,1
3542,163,26,3,0,1,1,36.365,12,2011,1
3543,138,38,3,0,1,1,35.605,13,2011,1
3544,138,54,3,0,1,1,36.365,14,2011,1
3545,117,42,3,0,1,1,36.365,15,2011,1
3546,238,62,3,0,1,1,37.12,16,2011,1
3547,506,46,3,0,1,1,37.12,17,2011,1
3548,470,86,3,0,1,1,34.85,18,2011,1
3549,297,50,3,0,1,1,34.85,19,2011,1
3550,243,37,3,0,1,1,34.09,20,2011,0
3551,192,38,3,0,1,1,34.09,21,2011,0
3552,142,29,3,0,1,1,32.575,22,2011,0
3553,85,20,3,0,1,1,32.575,23,2011,0
3554,38,18,3,0,1,1,31.82,0,2011,0
3555,11,13,3,0,1,2,31.06,1,2011,0
3556,4,2,3,0,1,1,31.06,2,2011,0
3557,6,0,3,0,1,1,31.06,3,2011,0
3558,9,0,3,0,1,1,30.305,4,2011,0
3559,27,0,3,0,1,1,29.545,5,2011,1
3560,97,6,3,0,1,2,29.545,6,2011,1
3561,289,19,3,0,1,1,29.545,7,2011,1
3562,393,27,3,0,1,1,31.06,8,2011,1
3563,186,42,3,0,1,1,34.09,9,2011,1
3564,92,37,3,0,1,1,34.85,10,2011,1
3565,97,44,3,0,1,1,35.605,11,2011,1
3566,139,34,3,0,1,1,37.12,12,2011,1
