,datetime,season,holiday,workingday,weather,atemp,casual,registered,hour,year,sunindicator
1981,2011-05-09 11:00:00,2,0,1,1,31.06,26,99,11,2011,1
1982,2011-05-09 12:00:00,2,0,1,1,31.06,35,160,12,2011,1
1983,2011-05-09 13:00:00,2,0,1,1,31.06,36,138,13,2011,1
1984,2011-05-09 14:00:00,2,0,1,1,31.06,44,118,14,2011,1
1985,2011-05-09 15:00:00,2,0,1,1,31.06,51,148,15,2011,1
1986,2011-05-09 16:00:00,2,0,1,1,31.06,49,255,16,2011,1
1987,2011-05-09 17:00:00,2,0,1,1,31.06,59,539,17,2011,1
1988,2011-05-09 18:00:00,2,0,1,1,31.06,66,458,18,2011,1
1989,2011-05-09 19:00:00,2,0,1,1,27.275,45,339,19,2011,1
1990,2011-05-09 20:00:00,2,0,1,1,25.76,25,214,20,2011,0
1991,2011-05-09 21:00:00,2,0,1,1,25.0,28,128,21,2011,0
1992,2011-05-09 22:00:00,2,0,1,1,25.0,21,95,22,2011,0
1993,2011-05-09 23:00:00,2,0,1,1,24.24,16,45,23,2011,0
1994,2011-05-10 00:00:00,2,0,1,1,23.485,6,12,0,2011,0
1995,2011-05-10 01:00:00,2,0,1,1,22.725,3,12,1,2011,0
1996,2011-05-10 02:00:00,2,0,1,1,21.97,1,4,2,2011,0
1997,2011-05-10 03:00:00,2,0,1,1,21.97,1,3,3,2011,0
1998,2011-05-10 04:00:00,2,0,1,1,21.21,0,2,4,2011,0
1999,2011-05-10 05:00:00,2,0,1,1,20.455,1,28,5,2011,1
2000,2011-05-10 06:00:00,2,0,1,1,21.21,9,103,6,2011,1
2001,2011-05-10 07:00:00,2,0,1,2,21.97,13,301,7,2011,1
2002,2011-05-10 08:00:00,2,0,1,2,24.24,28,397,8,2011,1
2003,2011-05-10 09:00:00,2,0,1,2,25.0,29,176,9,2011,1
2004,2011-05-10 10:00:00,2,0,1,2,26.515,27,100,10,2011,1
2005,2011-05-10 11:00:00,2,0,1,2,26.515,17,108,11,2011,1
2006,2011-05-10 12:00:00,2,0,1,2,31.06,47,170,12,2011,1
2007,2011-05-10 13:00:00,2,0,1,2,31.06,50,152,13,2011,1
2008,2011-05-10 14:00:00,2,0,1,2,31.06,42,134,14,2011,1
2009,2011-05-10 15:00:00,2,0,1,2,31.06,28,152,15,2011,1
2010,2011-05-10 16:00:00,2,0,1,1,31.06,56,271,16,2011,1
2011,2011-05-10 17:00:00,2,0,1,1,31.06,79,532,17,2011,1
2012,2011-05-10 18:00:00,2,0,1,1,31.06,70,480,18,2011,1
2013,2011-05-10 19:00:00,2,0,1,1,31.06,69,365,19,2011,1
2014,2011-05-10 20:00:00,2,0,1,1,25.76,50,241,20,2011,0
2015,2011-05-10 21:00:00,2,0,1,1,25.76,30,173,21,2011,0
2016,2011-05-10 22:00:00,2,0,1,1,25.0,29,121,22,2011,0
2017,2011-05-10 23:00:00,2,0,1,2,25.0,9,72,23,2011,0
2018,2011-05-11 00:00:00,2,0,1,2,25.0,8,30,0,2011,0
2019,2011-05-11 01:00:00,2,0,1,2,24.24,4,16,1,2011,0
2020,2011-05-11 02:00:00,2,0,1,1,25.0,6,4,2,2011,0
2021,2011-05-11 03:00:00,2,0,1,1,24.24,0,3,3,2011,0
2022,2011-05-11 04:00:00,2,0,1,2,23.485,0,2,4,2011,0
2023,2011-05-11 05:00:00,2,0,1,1,22.725,0,20,5,2011,1
2024,2011-05-11 06:00:00,2,0,1,1,22.725,6,93,6,2011,1
2025,2011-05-11 07:00:00,2,0,1,1,23.485,25,293,7,2011,1
2026,2011-05-11 08:00:00,2,0,1,1,23.485,21,421,8,2011,1
2027,2011-05-11 09:00:00,2,0,1,1,25.0,21,182,9,2011,1
2028,2011-05-11 10:00:00,2,0,1,1,25.76,30,124,10,2011,1
2029,2011-05-11 11:00:00,2,0,1,1,26.515,18,123,11,2011,1
2030,2011-05-11 12:00:00,2,0,1,1,31.06,41,185,12,2011,1
2031,2011-05-11 13:00:00,2,0,1,1,31.06,36,157,13,2011,1
2032,2011-05-11 14:00:00,2,0,1,1,31.06,36,141,14,2011,1
2033,2011-05-11 15:00:00,2,0,1,1,31.06,48,131,15,2011,1
2034,2011-05-11 16:00:00,2,0,1,1,31.06,49,240,16,2011,1
2035,2011-05-11 17:00:00,2,0,1,1,31.06,17,242,17,2011,1
2036,2011-05-11 18:00:00,2,0,1,1,31.06,40,234,18,2011,1
2037,2011-05-11 19:00:00,2,0,1,1,26.515,60,341,19,2011,1
2038,2011-05-11 20:00:00,2,0,1,1,25.76,28,245,20,2011,0
2039,2011-05-11 21:00:00,2,0,1,1,25.76,32,202,21,2011,0
2040,2011-05-11 22:00:00,2,0,1,1,24.24,12,134,22,2011,0
2041,2011-05-11 23:00:00,2,0,1,1,22.725,12,69,23,2011,0
2042,2011-05-12 00:00:00,2,0,1,2,22.725,5,39,0,2011,0
2043,2011-05-12 01:00:00,2,0,1,1,22.725,1,16,1,2011,0
2044,2011-05-12 02:00:00,2,0,1,1,21.97,1,14,2,2011,0
2045,2011-05-12 03:00:00,2,0,1,1,21.97,0,5,3,2011,0
2046,2011-05-12 04:00:00,2,0,1,1,21.21,1,5,4,2011,0
2047,2011-05-12 05:00:00,2,0,1,1,21.21,2,27,5,2011,1
2048,2011-05-12 06:00:00,2,0,1,1,21.97,9,103,6,2011,1
2049,2011-05-12 07:00:00,2,0,1,1,22.725,14,283,7,2011,1
2050,2011-05-12 08:00:00,2,0,1,1,23.485,27,394,8,2011,1
2051,2011-05-12 09:00:00,2,0,1,2,24.24,21,191,9,2011,1
2052,2011-05-12 10:00:00,2,0,1,2,25.76,28,119,10,2011,1
2053,2011-05-12 11:00:00,2,0,1,1,27.275,43,136,11,2011,1
2054,2011-05-12 12:00:00,2,0,1,1,27.275,43,164,12,2011,1
2055,2011-05-12 13:00:00,2,0,1,2,31.06,48,170,13,2011,1
2056,2011-05-12 14:00:00,2,0,1,2,30.305,43,148,14,2011,1
2057,2011-05-12 15:00:00,2,0,1,2,31.06,54,163,15,2011,1
2058,2011-05-12 16:00:00,2,0,1,2,31.06,50,238,16,2011,1
2059,2011-05-12 17:00:00,2,0,1,2,31.06,54,540,17,2011,1
2060,2011-05-12 18:00:00,2,0,1,1,30.305,64,463,18,2011,1
2061,2011-05-12 19:00:00,2,0,1,2,30.305,59,305,19,2011,1
2062,2011-05-12 20:00:00,2,0,1,1,30.305,56,220,20,2011,0
2063,2011-05-12 21:00:00,2,0,1,1,26.515,31,192,21,2011,0
2064,2011-05-12 22:00:00,2,0,1,1,25.76,25,147,22,2011,0
2065,2011-05-12 23:00:00,2,0,1,2,25.76,16,87,23,2011,0
2066,2011-05-13 00:00:00,2,0,1,2,25.0,6,46,0,2011,0
2067,2011-05-13 01:00:00,2,0,1,1,25.0,5,15,1,2011,0
2068,2011-05-13 02:00:00,2,0,1,2,24.24,3,8,2,2011,0
2069,2011-05-13 03:00:00,2,0,1,2,24.24,2,2,3,2011,0
2070,2011-05-13 04:00:00,2,0,1,3,24.24,2,3,4,2011,0
2071,2011-05-13 05:00:00,2,0,1,2,24.24,1,24,5,2011,1
2072,2011-05-13 06:00:00,2,0,1,3,24.24,6,76,6,2011,1
2073,2011-05-13 07:00:00,2,0,1,3,24.24,16,141,7,2011,1
2074,2011-05-13 08:00:00,2,0,1,2,24.24,26,361,8,2011,1
2075,2011-05-13 09:00:00,2,0,1,2,24.24,18,215,9,2011,1
2076,2011-05-13 10:00:00,2,0,1,2,25.0,31,99,10,2011,1
2077,2011-05-13 11:00:00,2,0,1,2,25.0,56,90,11,2011,1
2078,2011-05-13 12:00:00,2,0,1,2,25.0,53,170,12,2011,1
2079,2011-05-13 13:00:00,2,0,1,2,25.0,69,157,13,2011,1
2080,2011-05-13 14:00:00,2,0,1,2,25.0,70,120,14,2011,1
2081,2011-05-13 15:00:00,2,0,1,2,25.0,56,142,15,2011,1
2082,2011-05-13 16:00:00,2,0,1,2,25.0,44,256,16,2011,1
2083,2011-05-13 17:00:00,2,0,1,3,25.0,62,429,17,2011,1
2084,2011-05-13 18:00:00,2,0,1,3,25.0,39,359,18,2011,1
2085,2011-05-13 19:00:00,2,0,1,2,25.0,25,245,19,2011,1
2086,2011-05-13 20:00:00,2,0,1,2,25.0,22,130,20,2011,0
2087,2011-05-13 21:00:00,2,0,1,2,25.0,24,130,21,2011,0
2088,2011-05-13 22:00:00,2,0,1,2,25.0,25,107,22,2011,0
2089,2011-05-13 23:00:00,2,0,1,3,24.24,31,88,23,2011,0
2090,2011-05-14 00:00:00,2,0,0,2,24.24,24,78,0,2011,0
2091,2011-05-14 01:00:00,2,0,0,2,24.24,18,64,1,2011,0
2092,2011-05-14 02:00:00,2,0,0,2,24.24,15,37,2,2011,0
2093,2011-05-14 03:00:00,2,0,0,2,24.24,5,30,3,2011,0
2094,2011-05-14 04:00:00,2,0,0,2,24.24,1,4,4,2011,0
2095,2011-05-14 05:00:00,2,0,0,2,24.24,7,7,5,2011,1
2096,2011-05-14 06:00:00,2,0,0,2,24.24,2,9,6,2011,1
2097,2011-05-14 07:00:00,2,0,0,3,23.485,4,28,7,2011,1
2098,2011-05-14 08:00:00,2,0,0,3,24.24,16,72,8,2011,1
2099,2011-05-14 09:00:00,2,0,0,2,25.0,14,86,9,2011,1
2100,2011-05-14 10:00:00,2,0,0,2,25.0,34,133,10,2011,1
2101,2011-05-14 11:00:00,2,0,0,2,25.0,72,207,11,2011,1
2102,2011-05-14 12:00:00,2,0,0,3,25.0,75,204,12,2011,1
2103,2011-05-14 13:00:00,2,0,0,3,25.0,68,180,13,2011,1
2104,2011-05-14 14:00:00,2,0,0,2,25.76,57,159,14,2011,1
2105,2011-05-14 15:00:00,2,0,0,2,25.76,73,221,15,2011,1
2106,2011-05-14 16:00:00,2,0,0,2,25.76,107,188,16,2011,1
2107,2011-05-14 17:00:00,2,0,0,2,26.515,78,194,17,2011,1
2108,2011-05-14 18:00:00,2,0,0,2,26.515,88,216,18,2011,1
2109,2011-05-14 19:00:00,2,0,0,3,25.76,69,179,19,2011,1
2110,2011-05-14 20:00:00,2,0,0,3,25.76,42,115,20,2011,0
2111,2011-05-14 21:00:00,2,0,0,3,25.76,15,44,21,2011,0
2112,2011-05-14 22:00:00,2,0,0,3,25.76,7,19,22,2011,0
2113,2011-05-14 23:00:00,2,0,0,3,25.0,11,33,23,2011,0
2114,2011-05-15 00:00:00,2,0,0,2,25.0,5,34,0,2011,0
2115,2011-05-15 01:00:00,2,0,0,2,25.0,4,43,1,2011,0
2116,2011-05-15 02:00:00,2,0,0,2,25.0,13,37,2,2011,0
2117,2011-05-15 03:00:00,2,0,0,2,25.0,11,21,3,2011,0
2118,2011-05-15 04:00:00,2,0,0,2,25.0,5,8,4,2011,0
2119,2011-05-15 05:00:00,2,0,0,3,25.0,3,11,5,2011,1
2120,2011-05-15 06:00:00,2,0,0,2,25.0,3,14,6,2011,1
2121,2011-05-15 07:00:00,2,0,0,2,25.0,4,38,7,2011,1
2122,2011-05-15 08:00:00,2,0,0,2,25.76,24,46,8,2011,1
2123,2011-05-15 09:00:00,2,0,0,1,27.275,36,98,9,2011,1
2124,2011-05-15 10:00:00,2,0,0,1,27.275,73,153,10,2011,1
2125,2011-05-15 11:00:00,2,0,0,1,28.79,120,202,11,2011,1
2126,2011-05-15 12:00:00,2,0,0,1,29.545,120,247,12,2011,1
2127,2011-05-15 13:00:00,2,0,0,1,29.545,195,261,13,2011,1
2128,2011-05-15 14:00:00,2,0,0,1,30.305,183,254,14,2011,1
2129,2011-05-15 15:00:00,2,0,0,1,31.06,206,253,15,2011,1
2130,2011-05-15 16:00:00,2,0,0,1,30.305,158,282,16,2011,1
2131,2011-05-15 17:00:00,2,0,0,3,26.515,137,255,17,2011,1
2132,2011-05-15 18:00:00,2,0,0,1,26.515,60,177,18,2011,1
2133,2011-05-15 19:00:00,2,0,0,1,26.515,78,153,19,2011,1
2134,2011-05-15 20:00:00,2,0,0,1,25.76,53,138,20,2011,0
2135,2011-05-15 21:00:00,2,0,0,1,25.76,44,107,21,2011,0
2136,2011-05-15 22:00:00,2,0,0,1,26.515,29,88,22,2011,0
2137,2011-05-15 23:00:00,2,0,0,1,25.76,18,51,23,2011,0
2138,2011-05-16 00:00:00,2,0,1,1,25.0,17,21,0,2011,0
2139,2011-05-16 01:00:00,2,0,1,1,25.0,6,8,1,2011,0
2140,2011-05-16 02:00:00,2,0,1,1,24.24,4,9,2,2011,0
2141,2011-05-16 03:00:00,2,0,1,1,24.24,1,3,3,2011,0
2142,2011-05-16 04:00:00,2,0,1,1,24.24,1,5,4,2011,0
2143,2011-05-16 05:00:00,2,0,1,1,24.24,1,20,5,2011,1
2144,2011-05-16 06:00:00,2,0,1,1,25.0,11,93,6,2011,1
2145,2011-05-16 07:00:00,2,0,1,1,25.0,27,245,7,2011,1
2146,2011-05-16 08:00:00,2,0,1,1,26.515,28,366,8,2011,1
2147,2011-05-16 09:00:00,2,0,1,1,29.545,38,156,9,2011,1
2148,2011-05-16 10:00:00,2,0,1,1,30.305,37,75,10,2011,1
2149,2011-05-16 11:00:00,2,0,1,1,31.06,56,129,11,2011,1
2150,2011-05-16 12:00:00,2,0,1,1,31.06,72,137,12,2011,1
2151,2011-05-16 13:00:00,2,0,1,1,31.82,61,153,13,2011,1
2152,2011-05-16 14:00:00,2,0,1,1,31.82,76,117,14,2011,1
2153,2011-05-16 15:00:00,2,0,1,1,33.335,55,110,15,2011,1
2154,2011-05-16 16:00:00,2,0,1,3,28.79,45,181,16,2011,1
2155,2011-05-16 17:00:00,2,0,1,1,27.275,47,227,17,2011,1
2156,2011-05-16 18:00:00,2,0,1,3,27.275,55,398,18,2011,1
2157,2011-05-16 19:00:00,2,0,1,1,27.275,36,272,19,2011,1
2158,2011-05-16 20:00:00,2,0,1,1,27.275,31,167,20,2011,0
2159,2011-05-16 21:00:00,2,0,1,1,27.275,28,149,21,2011,0
2160,2011-05-16 22:00:00,2,0,1,1,26.515,22,105,22,2011,0
2161,2011-05-16 23:00:00,2,0,1,1,26.515,18,39,23,2011,0
2162,2011-05-17 00:00:00,2,0,1,2,26.515,13,18,0,2011,0
2163,2011-05-17 01:00:00,2,0,1,3,26.515,7,6,1,2011,0
2164,2011-05-17 02:00:00,2,0,1,3,26.515,4,4,2,2011,0
2165,2011-05-17 03:00:00,2,0,1,3,25.76,1,3,3,2011,0
2166,2011-05-17 04:00:00,2,0,1,3,25.76,2,2,4,2011,0
2167,2011-05-17 05:00:00,2,0,1,3,25.0,0,22,5,2011,1
2168,2011-05-17 06:00:00,2,0,1,3,25.0,0,49,6,2011,1
2169,2011-05-17 07:00:00,2,0,1,2,25.0,13,138,7,2011,1
2170,2011-05-17 08:00:00,2,0,1,2,25.0,22,325,8,2011,1
2171,2011-05-17 09:00:00,2,0,1,2,25.76,17,190,9,2011,1
2172,2011-05-17 10:00:00,2,0,1,3,25.76,31,73,10,2011,1
2173,2011-05-17 11:00:00,2,0,1,2,26.515,26,104,11,2011,1
2174,2011-05-17 12:00:00,2,0,1,3,26.515,38,115,12,2011,1
2175,2011-05-17 13:00:00,2,0,1,2,26.515,31,141,13,2011,1
2176,2011-05-17 14:00:00,2,0,1,1,29.545,61,123,14,2011,1
2177,2011-05-17 15:00:00,2,0,1,1,30.305,79,131,15,2011,1
2178,2011-05-17 16:00:00,2,0,1,1,30.305,73,217,16,2011,1
2179,2011-05-17 17:00:00,2,0,1,1,30.305,83,521,17,2011,1
2180,2011-05-17 18:00:00,2,0,1,1,29.545,54,426,18,2011,1
2181,2011-05-17 19:00:00,2,0,1,1,29.545,51,298,19,2011,1
2182,2011-05-17 20:00:00,2,0,1,1,27.275,30,253,20,2011,0
2183,2011-05-17 21:00:00,2,0,1,1,25.76,23,151,21,2011,0
2184,2011-05-17 22:00:00,2,0,1,2,25.76,12,86,22,2011,0
2185,2011-05-17 23:00:00,2,0,1,2,25.76,7,49,23,2011,0
2186,2011-05-18 00:00:00,2,0,1,2,25.76,8,15,0,2011,0
2187,2011-05-18 01:00:00,2,0,1,2,25.76,3,9,1,2011,0
2188,2011-05-18 02:00:00,2,0,1,3,25.0,1,5,2,2011,0
2189,2011-05-18 03:00:00,2,0,1,3,25.0,6,3,3,2011,0
2190,2011-05-18 04:00:00,2,0,1,3,25.0,1,2,4,2011,0
2191,2011-05-18 05:00:00,2,0,1,1,25.0,0,9,5,2011,1
2192,2011-05-18 06:00:00,2,0,1,1,25.0,2,99,6,2011,1
2193,2011-05-18 07:00:00,2,0,1,1,25.76,14,260,7,2011,1
2194,2011-05-18 08:00:00,2,0,1,1,26.515,25,428,8,2011,1
2195,2011-05-18 09:00:00,2,0,1,3,26.515,26,176,9,2011,1
2196,2011-05-18 10:00:00,2,0,1,3,25.76,33,73,10,2011,1
2197,2011-05-18 11:00:00,2,0,1,2,25.76,6,17,11,2011,1
2198,2011-05-18 12:00:00,2,0,1,1,26.515,12,42,12,2011,1
2199,2011-05-18 13:00:00,2,0,1,2,26.515,30,92,13,2011,1
2200,2011-05-18 14:00:00,2,0,1,2,27.275,44,94,14,2011,1
2201,2011-05-18 15:00:00,2,0,1,1,28.79,34,133,15,2011,1
2202,2011-05-18 16:00:00,2,0,1,1,29.545,53,241,16,2011,1
2203,2011-05-18 17:00:00,2,0,1,1,29.545,78,487,17,2011,1
2204,2011-05-18 18:00:00,2,0,1,1,29.545,58,431,18,2011,1
2205,2011-05-18 19:00:00,2,0,1,3,26.515,43,288,19,2011,1
2206,2011-05-18 20:00:00,2,0,1,3,26.515,24,189,20,2011,0
2207,2011-05-18 21:00:00,2,0,1,1,25.0,11,74,21,2011,0
2208,2011-05-18 22:00:00,2,0,1,1,25.0,14,103,22,2011,0
2209,2011-05-18 23:00:00,2,0,1,1,25.0,10,49,23,2011,0
2210,2011-05-19 00:00:00,2,0,1,1,25.0,6,23,0,2011,0
2211,2011-05-19 01:00:00,2,0,1,1,24.24,2,4,1,2011,0
2212,2011-05-19 02:00:00,2,0,1,1,24.24,3,12,2,2011,0
2213,2011-05-19 03:00:00,2,0,1,1,23.485,1,3,3,2011,0
2214,2011-05-19 04:00:00,2,0,1,1,23.485,2,3,4,2011,0
2215,2011-05-19 05:00:00,2,0,1,1,23.485,2,24,5,2011,1
2216,2011-05-19 06:00:00,2,0,1,2,24.24,17,86,6,2011,1
2217,2011-05-19 07:00:00,2,0,1,2,24.24,18,239,7,2011,1
2218,2011-05-19 08:00:00,2,0,1,2,25.0,34,453,8,2011,1
2219,2011-05-19 09:00:00,2,0,1,2,25.76,40,176,9,2011,1
2220,2011-05-19 10:00:00,2,0,1,2,25.76,35,95,10,2011,1
2221,2011-05-19 11:00:00,2,0,1,3,25.76,53,111,11,2011,1
2222,2011-05-19 12:00:00,2,0,1,2,27.275,38,130,12,2011,1
2223,2011-05-19 13:00:00,2,0,1,3,27.275,44,139,13,2011,1
2224,2011-05-19 14:00:00,2,0,1,3,25.76,43,137,14,2011,1
2225,2011-05-19 15:00:00,2,0,1,1,26.515,63,125,15,2011,1
2226,2011-05-19 16:00:00,2,0,1,1,27.275,55,247,16,2011,1
2227,2011-05-19 17:00:00,2,0,1,1,26.515,60,487,17,2011,1
2228,2011-05-19 18:00:00,2,0,1,1,31.06,59,454,18,2011,1
2229,2011-05-19 19:00:00,2,0,1,1,27.275,65,345,19,2011,1
2230,2011-05-19 20:00:00,2,0,1,1,25.76,46,236,20,2011,0
2231,2011-05-19 21:00:00,2,0,1,1,25.76,29,180,21,2011,0
2232,2011-05-19 22:00:00,2,0,1,3,24.24,11,68,22,2011,0
2233,2011-05-19 23:00:00,2,0,1,1,23.485,9,63,23,2011,0
2234,2011-06-01 00:00:00,2,0,1,1,33.335,9,25,0,2011,0
2235,2011-06-01 01:00:00,2,0,1,1,33.335,8,9,1,2011,0
2236,2011-06-01 02:00:00,2,0,1,1,33.335,0,3,2,2011,0
2237,2011-06-01 03:00:00,2,0,1,1,31.82,0,6,3,2011,0
2238,2011-06-01 04:00:00,2,0,1,2,31.82,0,4,4,2011,0
2239,2011-06-01 05:00:00,2,0,1,2,29.545,2,19,5,2011,1
2240,2011-06-01 06:00:00,2,0,1,2,31.82,7,121,6,2011,1
2241,2011-06-01 07:00:00,2,0,1,2,33.335,19,265,7,2011,1
2242,2011-06-01 08:00:00,2,0,1,2,34.85,37,417,8,2011,1
2243,2011-06-01 09:00:00,2,0,1,2,35.605,34,173,9,2011,1
2244,2011-06-01 10:00:00,2,0,1,2,37.12,31,84,10,2011,1
2245,2011-06-01 11:00:00,2,0,1,2,40.15,26,86,11,2011,1
2246,2011-06-01 12:00:00,2,0,1,1,41.665,32,137,12,2011,1
2247,2011-06-01 13:00:00,2,0,1,1,40.91,29,125,13,2011,1
2248,2011-06-01 14:00:00,2,0,1,1,40.91,40,105,14,2011,1
2249,2011-06-01 15:00:00,2,0,1,1,41.665,25,127,15,2011,1
2250,2011-06-01 16:00:00,2,0,1,1,40.15,39,227,16,2011,1
2251,2011-06-01 17:00:00,2,0,1,1,40.15,52,434,17,2011,1
2252,2011-06-01 18:00:00,2,0,1,3,39.395,31,278,18,2011,1
2253,2011-06-01 19:00:00,2,0,1,2,35.605,16,248,19,2011,1
2254,2011-06-01 20:00:00,2,0,1,2,35.605,23,233,20,2011,0
2255,2011-06-01 21:00:00,2,0,1,1,34.85,29,161,21,2011,0
2256,2011-06-01 22:00:00,2,0,1,1,34.85,14,115,22,2011,0
2257,2011-06-01 23:00:00,2,0,1,1,33.335,10,59,23,2011,0
2258,2011-06-02 00:00:00,2,0,1,1,32.575,11,31,0,2011,0
2259,2011-06-02 01:00:00,2,0,1,1,32.575,3,12,1,2011,0
2260,2011-06-02 02:00:00,2,0,1,1,31.82,0,6,2,2011,0
2261,2011-06-02 03:00:00,2,0,1,1,31.06,0,4,3,2011,0
2262,2011-06-02 04:00:00,2,0,1,1,31.06,0,3,4,2011,0
2263,2011-06-02 05:00:00,2,0,1,1,31.06,3,28,5,2011,1
2264,2011-06-02 06:00:00,2,0,1,1,31.06,7,106,6,2011,1
2265,2011-06-02 07:00:00,2,0,1,1,31.82,19,285,7,2011,1
2266,2011-06-02 08:00:00,2,0,1,1,31.82,25,442,8,2011,1
2267,2011-06-02 09:00:00,2,0,1,1,31.82,28,197,9,2011,1
2268,2011-06-02 10:00:00,2,0,1,1,32.575,33,106,10,2011,1
2269,2011-06-02 11:00:00,2,0,1,1,32.575,42,123,11,2011,1
2270,2011-06-02 12:00:00,2,0,1,1,33.335,39,193,12,2011,1
2271,2011-06-02 13:00:00,2,0,1,1,34.09,35,168,13,2011,1
2272,2011-06-02 14:00:00,2,0,1,1,33.335,43,142,14,2011,1
2273,2011-06-02 15:00:00,2,0,1,1,34.09,44,144,15,2011,1
2274,2011-06-02 16:00:00,2,0,1,1,34.09,63,255,16,2011,1
2275,2011-06-02 17:00:00,2,0,1,1,32.575,88,484,17,2011,1
2276,2011-06-02 18:00:00,2,0,1,1,32.575,74,451,18,2011,1
2277,2011-06-02 19:00:00,2,0,1,1,31.82,58,321,19,2011,1
2278,2011-06-02 20:00:00,2,0,1,1,31.82,51,286,20,2011,0
2279,2011-06-02 21:00:00,2,0,1,1,31.06,33,215,21,2011,0
2280,2011-06-02 22:00:00,2,0,1,1,31.06,14,141,22,2011,0
2281,2011-06-02 23:00:00,2,0,1,1,31.06,23,89,23,2011,0
2282,2011-06-03 00:00:00,2,0,1,1,31.06,15,53,0,2011,0
2283,2011-06-03 01:00:00,2,0,1,1,31.06,7,15,1,2011,0
2284,2011-06-03 02:00:00,2,0,1,1,26.515,0,12,2,2011,0
2285,2011-06-03 03:00:00,2,0,1,1,25.76,0,5,3,2011,0
2286,2011-06-03 04:00:00,2,0,1,1,25.0,1,5,4,2011,0
2287,2011-06-03 05:00:00,2,0,1,1,25.0,4,24,5,2011,1
2288,2011-06-03 06:00:00,2,0,1,1,25.76,8,98,6,2011,1
2289,2011-06-03 07:00:00,2,0,1,1,25.76,25,252,7,2011,1
2290,2011-06-03 08:00:00,2,0,1,2,26.515,31,471,8,2011,1
2291,2011-06-03 09:00:00,2,0,1,1,27.275,36,194,9,2011,1
2292,2011-06-03 10:00:00,2,0,1,1,31.06,54,107,10,2011,1
2293,2011-06-03 11:00:00,2,0,1,1,31.06,57,135,11,2011,1
2294,2011-06-03 12:00:00,2,0,1,1,31.06,51,208,12,2011,1
2295,2011-06-03 13:00:00,2,0,1,1,31.06,58,190,13,2011,1
2296,2011-06-03 14:00:00,2,0,1,1,31.82,66,174,14,2011,1
2297,2011-06-03 15:00:00,2,0,1,1,31.82,56,156,15,2011,1
2298,2011-06-03 16:00:00,2,0,1,1,31.82,63,286,16,2011,1
2299,2011-06-03 17:00:00,2,0,1,1,31.82,73,485,17,2011,1
2300,2011-06-03 18:00:00,2,0,1,1,31.82,76,488,18,2011,1
2301,2011-06-03 19:00:00,2,0,1,1,31.06,53,338,19,2011,1
2302,2011-06-03 20:00:00,2,0,1,1,31.06,57,236,20,2011,0
2303,2011-06-03 21:00:00,2,0,1,1,31.06,51,196,21,2011,0
2304,2011-06-03 22:00:00,2,0,1,1,31.06,26,145,22,2011,0
2305,2011-06-03 23:00:00,2,0,1,1,27.275,30,141,23,2011,0
2306,2011-06-04 00:00:00,2,0,0,1,26.515,24,69,0,2011,0
2307,2011-06-04 01:00:00,2,0,0,1,25.76,14,80,1,2011,0
2308,2011-06-04 02:00:00,2,0,0,1,25.76,18,41,2,2011,0
2309,2011-06-04 03:00:00,2,0,0,1,25.0,8,10,3,2011,0
2310,2011-06-04 04:00:00,2,0,0,1,25.0,4,11,4,2011,0
2311,2011-06-04 05:00:00,2,0,0,1,24.24,3,5,5,2011,1
2312,2011-06-04 06:00:00,2,0,0,1,25.76,11,17,6,2011,1
2313,2011-06-04 07:00:00,2,0,0,1,26.515,27,60,7,2011,1
2314,2011-06-04 08:00:00,2,0,0,1,31.06,29,96,8,2011,1
2315,2011-06-04 09:00:00,2,0,0,1,31.06,55,169,9,2011,1
2316,2011-06-04 10:00:00,2,0,0,1,31.06,115,202,10,2011,1
2317,2011-06-04 11:00:00,2,0,0,1,31.06,120,249,11,2011,1
2318,2011-06-04 12:00:00,2,0,0,1,31.82,150,270,12,2011,1
2319,2011-06-04 13:00:00,2,0,0,1,32.575,188,268,13,2011,1
2320,2011-06-04 14:00:00,2,0,0,1,32.575,193,258,14,2011,1
2321,2011-06-04 15:00:00,2,0,0,2,32.575,180,224,15,2011,1
2322,2011-06-04 16:00:00,2,0,0,2,32.575,168,272,16,2011,1
2323,2011-06-04 17:00:00,2,0,0,2,32.575,142,202,17,2011,1
2324,2011-06-04 18:00:00,2,0,0,2,32.575,127,214,18,2011,1
2325,2011-06-04 19:00:00,2,0,0,2,31.82,79,206,19,2011,1
2326,2011-06-04 20:00:00,2,0,0,2,32.575,90,149,20,2011,0
2327,2011-06-04 21:00:00,2,0,0,2,31.06,46,139,21,2011,0
2328,2011-06-04 22:00:00,2,0,0,1,31.06,49,141,22,2011,0
2329,2011-06-04 23:00:00,2,0,0,2,31.06,29,121,23,2011,0
2330,2011-06-05 00:00:00,2,0,0,1,31.06,23,90,0,2011,0
2331,2011-06-05 01:00:00,2,0,0,2,31.06,26,70,1,2011,0
2332,2011-06-05 02:00:00,2,0,0,2,31.06,16,48,2,2011,0
2333,2011-06-05 03:00:00,2,0,0,2,30.305,22,25,3,2011,0
2334,2011-06-05 04:00:00,2,0,0,2,30.305,4,8,4,2011,0
2335,2011-06-05 05:00:00,2,0,0,2,30.305,1,5,5,2011,1
2336,2011-06-05 06:00:00,2,0,0,2,30.305,10,11,6,2011,1
2337,2011-06-05 07:00:00,2,0,0,2,29.545,8,19,7,2011,1
