,datetime,registered,casual,season,holiday,workingday,weather,atemp,hour,year,sunindicator
2970,2011-07-12 16:00:00,177,25,3,0,1,1,39.395,16,2011,1
2971,2011-07-12 17:00:00,380,48,3,0,1,1,40.91,17,2011,1
2972,2011-07-12 18:00:00,472,39,3,0,1,1,40.15,18,2011,1
2973,2011-07-12 19:00:00,295,42,3,0,1,1,37.88,19,2011,1
2974,2011-07-12 20:00:00,251,57,3,0,1,1,37.12,20,2011,1
2975,2011-07-12 21:00:00,209,49,3,0,1,1,37.12,21,2011,0
2976,2011-07-12 22:00:00,150,44,3,0,1,1,36.365,22,2011,0
2977,2011-07-12 23:00:00,59,20,3,0,1,1,35.605,23,2011,0
2978,2011-07-13 00:00:00,37,9,3,0,1,1,35.605,0,2011,0
2979,2011-07-13 01:00:00,11,1,3,0,1,1,34.85,1,2011,0
2980,2011-07-13 02:00:00,3,2,3,0,1,1,34.85,2,2011,0
2981,2011-07-13 03:00:00,4,0,3,0,1,1,34.09,3,2011,0
2982,2011-07-13 04:00:00,5,0,3,0,1,1,34.09,4,2011,0
2983,2011-07-13 05:00:00,22,4,3,0,1,1,34.09,5,2011,1
2984,2011-07-13 06:00:00,103,18,3,0,1,1,34.09,6,2011,1
2985,2011-07-13 07:00:00,281,32,3,0,1,1,34.85,7,2011,1
2986,2011-07-13 08:00:00,418,31,3,0,1,1,37.12,8,2011,1
2987,2011-07-13 09:00:00,163,23,3,0,1,1,37.12,9,2011,1
2988,2011-07-13 10:00:00,80,33,3,0,1,1,37.88,10,2011,1
2989,2011-07-13 11:00:00,110,55,3,0,1,1,37.12,11,2011,1
2990,2011-07-13 12:00:00,134,40,3,0,1,1,37.88,12,2011,1
2991,2011-07-13 13:00:00,119,39,3,0,1,3,37.88,13,2011,1
2992,2011-07-13 14:00:00,89,27,3,0,1,3,37.88,14,2011,1
2993,2011-07-13 15:00:00,33,13,3,0,1,3,28.03,15,2011,1
2994,2011-07-13 16:00:00,118,23,3,0,1,2,29.545,16,2011,1
2995,2011-07-13 17:00:00,418,70,3,0,1,1,33.335,17,2011,1
2996,2011-07-13 18:00:00,412,51,3,0,1,1,34.85,18,2011,1
2997,2011-07-13 19:00:00,340,79,3,0,1,1,33.335,19,2011,1
2998,2011-07-13 20:00:00,281,61,3,0,1,1,33.335,20,2011,1
2999,2011-07-13 21:00:00,194,56,3,0,1,1,33.335,21,2011,0
3000,2011-07-13 22:00:00,136,48,3,0,1,1,31.82,22,2011,0
3001,2011-07-13 23:00:00,83,33,3,0,1,1,30.305,23,2011,0
3002,2011-07-14 00:00:00,32,14,3,0,1,1,31.06,0,2011,0
3003,2011-07-14 01:00:00,21,4,3,0,1,1,31.06,1,2011,0
3004,2011-07-14 02:00:00,7,3,3,0,1,1,31.06,2,2011,0
3005,2011-07-14 03:00:00,5,1,3,0,1,1,31.06,3,2011,0
3006,2011-07-14 04:00:00,6,0,3,0,1,1,31.06,4,2011,0
3007,2011-07-14 05:00:00,22,6,3,0,1,1,31.06,5,2011,1
3008,2011-07-14 06:00:00,116,14,3,0,1,1,30.305,6,2011,1
3009,2011-07-14 07:00:00,311,23,3,0,1,1,31.06,7,2011,1
3010,2011-07-14 08:00:00,433,53,3,0,1,1,31.06,8,2011,1
3011,2011-07-14 09:00:00,195,29,3,0,1,1,31.82,9,2011,1
3012,2011-07-14 10:00:00,95,32,3,0,1,1,31.82,10,2011,1
3013,2011-07-14 11:00:00,110,38,3,0,1,1,32.575,11,2011,1
3014,2011-07-14 12:00:00,172,51,3,0,1,1,32.575,12,2011,1
3015,2011-07-14 13:00:00,138,39,3,0,1,1,33.335,13,2011,1
3016,2011-07-14 14:00:00,129,49,3,0,1,1,32.575,14,2011,1
3017,2011-07-14 15:00:00,138,42,3,0,1,1,33.335,15,2011,1
3018,2011-07-14 16:00:00,231,43,3,0,1,1,33.335,16,2011,1
3019,2011-07-14 17:00:00,517,78,3,0,1,1,32.575,17,2011,1
3020,2011-07-14 18:00:00,484,94,3,0,1,1,32.575,18,2011,1
3021,2011-07-14 19:00:00,333,67,3,0,1,1,32.575,19,2011,1
3022,2011-07-14 20:00:00,267,81,3,0,1,1,31.82,20,2011,1
3023,2011-07-14 21:00:00,203,58,3,0,1,1,31.06,21,2011,0
3024,2011-07-14 22:00:00,134,42,3,0,1,1,31.06,22,2011,0
3025,2011-07-14 23:00:00,97,27,3,0,1,1,30.305,23,2011,0
3026,2011-07-15 00:00:00,57,23,3,0,1,1,29.545,0,2011,0
3027,2011-07-15 01:00:00,13,7,3,0,1,1,29.545,1,2011,0
3028,2011-07-15 02:00:00,22,16,3,0,1,1,28.79,2,2011,0
3029,2011-07-15 03:00:00,6,1,3,0,1,1,29.545,3,2011,0
3030,2011-07-15 04:00:00,8,2,3,0,1,1,29.545,4,2011,0
3031,2011-07-15 05:00:00,16,7,3,0,1,1,29.545,5,2011,1
3032,2011-07-15 06:00:00,108,12,3,0,1,2,29.545,6,2011,1
3033,2011-07-15 07:00:00,257,17,3,0,1,1,30.305,7,2011,1
3034,2011-07-15 08:00:00,514,50,3,0,1,1,30.305,8,2011,1
3035,2011-07-15 09:00:00,176,31,3,0,1,1,31.82,9,2011,1
3036,2011-07-15 10:00:00,107,59,3,0,1,2,31.06,10,2011,1
3037,2011-07-15 11:00:00,137,73,3,0,1,1,32.575,11,2011,1
3038,2011-07-15 12:00:00,177,61,3,0,1,1,32.575,12,2011,1
3039,2011-07-15 13:00:00,162,85,3,0,1,1,32.575,13,2011,1
3040,2011-07-15 14:00:00,160,105,3,0,1,1,32.575,14,2011,1
3041,2011-07-15 15:00:00,163,74,3,0,1,1,32.575,15,2011,1
3042,2011-07-15 16:00:00,265,96,3,0,1,1,33.335,16,2011,1
3043,2011-07-15 17:00:00,483,104,3,0,1,1,33.335,17,2011,1
3044,2011-07-15 18:00:00,394,102,3,0,1,1,32.575,18,2011,1
3045,2011-07-15 19:00:00,280,114,3,0,1,1,31.82,19,2011,1
3046,2011-07-15 20:00:00,251,92,3,0,1,1,32.575,20,2011,1
3047,2011-07-15 21:00:00,186,75,3,0,1,1,31.06,21,2011,0
3048,2011-07-15 22:00:00,152,71,3,0,1,1,31.06,22,2011,0
3049,2011-07-15 23:00:00,126,41,3,0,1,1,31.06,23,2011,0
3050,2011-07-16 00:00:00,68,42,3,0,0,1,30.305,0,2011,0
3051,2011-07-16 01:00:00,51,24,3,0,0,1,29.545,1,2011,0
3052,2011-07-16 02:00:00,48,10,3,0,0,1,29.545,2,2011,0
3053,2011-07-16 03:00:00,20,6,3,0,0,1,28.79,3,2011,0
3054,2011-07-16 04:00:00,7,9,3,0,0,1,29.545,4,2011,0
3055,2011-07-16 05:00:00,6,4,3,0,0,1,27.275,5,2011,1
3056,2011-07-16 06:00:00,21,16,3,0,0,1,28.79,6,2011,1
3057,2011-07-16 07:00:00,38,14,3,0,0,1,29.545,7,2011,1
3058,2011-07-16 08:00:00,90,37,3,0,0,1,31.06,8,2011,1
3059,2011-07-16 09:00:00,150,72,3,0,0,1,32.575,9,2011,1
3060,2011-07-16 10:00:00,208,114,3,0,0,1,33.335,10,2011,1
3061,2011-07-16 11:00:00,225,171,3,0,0,1,33.335,11,2011,1
3062,2011-07-16 12:00:00,276,187,3,0,0,1,34.09,12,2011,1
3063,2011-07-16 13:00:00,276,221,3,0,0,1,34.09,13,2011,1
3064,2011-07-16 14:00:00,232,201,3,0,0,1,33.335,14,2011,1
3065,2011-07-16 15:00:00,223,205,3,0,0,1,34.09,15,2011,1
3066,2011-07-16 16:00:00,242,183,3,0,0,1,34.09,16,2011,1
3067,2011-07-16 17:00:00,241,234,3,0,0,1,34.09,17,2011,1
3068,2011-07-16 18:00:00,243,185,3,0,0,1,34.09,18,2011,1
3069,2011-07-16 19:00:00,242,164,3,0,0,1,34.09,19,2011,1
3070,2011-07-16 20:00:00,188,108,3,0,0,1,33.335,20,2011,1
3071,2011-07-16 21:00:00,167,85,3,0,0,1,32.575,21,2011,0
3072,2011-07-16 22:00:00,136,65,3,0,0,1,32.575,22,2011,0
3073,2011-07-16 23:00:00,107,61,3,0,0,1,31.82,23,2011,0
3074,2011-07-17 00:00:00,91,34,3,0,0,1,31.06,0,2011,0
3075,2011-07-17 01:00:00,86,16,3,0,0,1,30.305,1,2011,0
3076,2011-07-17 02:00:00,66,28,3,0,0,1,30.305,2,2011,0
3077,2011-07-17 03:00:00,26,21,3,0,0,1,30.305,3,2011,0
3078,2011-07-17 04:00:00,6,4,3,0,0,1,29.545,4,2011,0
3079,2011-07-17 05:00:00,8,4,3,0,0,1,30.305,5,2011,1
3080,2011-07-17 06:00:00,11,10,3,0,0,1,29.545,6,2011,1
3081,2011-07-17 07:00:00,30,20,3,0,0,1,30.305,7,2011,1
3082,2011-07-17 08:00:00,73,45,3,0,0,1,31.82,8,2011,1
3083,2011-07-17 09:00:00,110,74,3,0,0,1,33.335,9,2011,1
3084,2011-07-17 10:00:00,177,127,3,0,0,1,34.09,10,2011,1
3085,2011-07-17 11:00:00,244,147,3,0,0,1,34.85,11,2011,1
3086,2011-07-17 12:00:00,243,177,3,0,0,1,34.85,12,2011,1
3087,2011-07-17 13:00:00,272,200,3,0,0,1,37.12,13,2011,1
3088,2011-07-17 14:00:00,262,168,3,0,0,1,37.12,14,2011,1
3089,2011-07-17 15:00:00,195,129,3,0,0,1,37.12,15,2011,1
3090,2011-07-17 16:00:00,188,129,3,0,0,1,36.365,16,2011,1
3091,2011-07-17 17:00:00,236,133,3,0,0,1,37.12,17,2011,1
3092,2011-07-17 18:00:00,243,147,3,0,0,1,36.365,18,2011,1
3093,2011-07-17 19:00:00,234,145,3,0,0,1,34.85,19,2011,1
3094,2011-07-17 20:00:00,177,85,3,0,0,1,35.605,20,2011,1
3095,2011-07-17 21:00:00,148,59,3,0,0,1,34.09,21,2011,0
3096,2011-07-17 22:00:00,116,65,3,0,0,1,34.09,22,2011,0
3097,2011-07-17 23:00:00,54,39,3,0,0,1,33.335,23,2011,0
3098,2011-07-18 00:00:00,30,21,3,0,1,1,33.335,0,2011,0
3099,2011-07-18 01:00:00,8,17,3,0,1,1,33.335,1,2011,0
3100,2011-07-18 02:00:00,8,2,3,0,1,1,30.305,2,2011,0
3101,2011-07-18 03:00:00,4,3,3,0,1,1,30.305,3,2011,0
3102,2011-07-18 04:00:00,3,1,3,0,1,1,29.545,4,2011,0
3103,2011-07-18 05:00:00,15,2,3,0,1,1,29.545,5,2011,1
3104,2011-07-18 06:00:00,95,10,3,0,1,1,28.79,6,2011,1
3105,2011-07-18 07:00:00,255,22,3,0,1,1,31.82,7,2011,1
3106,2011-07-18 08:00:00,329,18,3,0,1,1,32.575,8,2011,1
3107,2011-07-18 09:00:00,170,33,3,0,1,1,34.85,9,2011,1
3108,2011-07-18 10:00:00,78,52,3,0,1,1,35.605,10,2011,1
3109,2011-07-18 11:00:00,99,42,3,0,1,1,37.88,11,2011,1
3110,2011-07-18 12:00:00,126,39,3,0,1,1,38.635,12,2011,1
3111,2011-07-18 13:00:00,125,27,3,0,1,1,39.395,13,2011,1
3112,2011-07-18 14:00:00,106,32,3,0,1,1,39.395,14,2011,1
3113,2011-07-18 15:00:00,111,53,3,0,1,1,40.15,15,2011,1
3114,2011-07-18 16:00:00,220,45,3,0,1,1,40.15,16,2011,1
3115,2011-07-18 17:00:00,473,72,3,0,1,1,39.395,17,2011,1
3116,2011-07-18 18:00:00,478,80,3,0,1,1,38.635,18,2011,1
3117,2011-07-18 19:00:00,335,63,3,0,1,1,37.88,19,2011,1
3118,2011-07-18 20:00:00,232,91,3,0,1,1,37.12,20,2011,1
3119,2011-07-18 21:00:00,154,48,3,0,1,1,34.85,21,2011,0
3120,2011-07-18 22:00:00,104,36,3,0,1,1,36.365,22,2011,0
3121,2011-07-18 23:00:00,59,32,3,0,1,1,34.85,23,2011,0
3122,2011-07-19 00:00:00,26,25,3,0,1,1,34.85,0,2011,0
3123,2011-07-19 01:00:00,6,7,3,0,1,2,34.85,1,2011,0
3124,2011-07-19 02:00:00,4,9,3,0,1,1,34.09,2,2011,0
3125,2011-07-19 03:00:00,1,2,3,0,1,1,34.09,3,2011,0
3126,2011-07-19 04:00:00,4,1,3,0,1,1,34.09,4,2011,0
3127,2011-07-19 05:00:00,19,0,3,0,1,2,33.335,5,2011,1
3128,2011-07-19 06:00:00,126,8,3,0,1,2,34.85,6,2011,1
3129,2011-07-19 07:00:00,287,28,3,0,1,2,34.85,7,2011,1
3130,2011-07-19 08:00:00,381,31,3,0,1,2,36.365,8,2011,1
3131,2011-07-19 09:00:00,177,22,3,0,1,2,39.395,9,2011,1
3132,2011-07-19 10:00:00,112,29,3,0,1,2,39.395,10,2011,1
3133,2011-07-19 11:00:00,98,29,3,0,1,1,40.15,11,2011,1
3134,2011-07-19 12:00:00,127,26,3,0,1,1,40.91,12,2011,1
3135,2011-07-19 13:00:00,139,33,3,0,1,1,41.665,13,2011,1
3136,2011-07-19 14:00:00,111,41,3,0,1,1,40.91,14,2011,1
3137,2011-07-19 15:00:00,110,48,3,0,1,1,40.91,15,2011,1
3138,2011-07-19 16:00:00,216,61,3,0,1,1,42.425,16,2011,1
3139,2011-07-19 17:00:00,445,68,3,0,1,1,40.15,17,2011,1
3140,2011-07-19 18:00:00,450,80,3,0,1,1,40.15,18,2011,1
3141,2011-07-19 19:00:00,334,54,3,0,1,1,37.12,19,2011,1
3142,2011-07-19 20:00:00,229,48,3,0,1,1,36.365,20,2011,0
3143,2011-07-19 21:00:00,194,47,3,0,1,1,35.605,21,2011,0
3144,2011-07-19 22:00:00,120,36,3,0,1,1,35.605,22,2011,0
3145,2011-07-19 23:00:00,73,19,3,0,1,3,34.85,23,2011,0
3146,2011-08-01 00:00:00,22,7,3,0,1,1,34.09,0,2011,0
3147,2011-08-01 01:00:00,12,5,3,0,1,1,34.85,1,2011,0
3148,2011-08-01 02:00:00,7,4,3,0,1,1,33.335,2,2011,0
3149,2011-08-01 03:00:00,4,0,3,0,1,1,33.335,3,2011,0
3150,2011-08-01 04:00:00,2,2,3,0,1,1,30.305,4,2011,0
3151,2011-08-01 05:00:00,24,2,3,0,1,1,30.305,5,2011,1
3152,2011-08-01 06:00:00,97,3,3,0,1,1,30.305,6,2011,1
3153,2011-08-01 07:00:00,258,24,3,0,1,1,34.09,7,2011,1
3154,2011-08-01 08:00:00,347,35,3,0,1,1,36.365,8,2011,1
3155,2011-08-01 09:00:00,139,27,3,0,1,1,37.12,9,2011,1
3156,2011-08-01 10:00:00,70,27,3,0,1,1,37.88,10,2011,1
3157,2011-08-01 11:00:00,66,53,3,0,1,1,38.635,11,2011,1
3158,2011-08-01 12:00:00,115,53,3,0,1,1,40.15,12,2011,1
3159,2011-08-01 13:00:00,112,38,3,0,1,1,40.15,13,2011,1
3160,2011-08-01 14:00:00,86,37,3,0,1,1,40.91,14,2011,1
3161,2011-08-01 15:00:00,77,52,3,0,1,1,39.395,15,2011,1
3162,2011-08-01 16:00:00,197,34,3,0,1,1,39.395,16,2011,1
3163,2011-08-01 17:00:00,445,69,3,0,1,1,34.09,17,2011,1
3164,2011-08-01 18:00:00,475,68,3,0,1,1,34.85,18,2011,1
3165,2011-08-01 19:00:00,350,63,3,0,1,1,33.335,19,2011,1
3166,2011-08-01 20:00:00,256,49,3,0,1,1,34.09,20,2011,0
3167,2011-08-01 21:00:00,178,42,3,0,1,1,32.575,21,2011,0
3168,2011-08-01 22:00:00,116,21,3,0,1,1,32.575,22,2011,0
3169,2011-08-01 23:00:00,82,14,3,0,1,1,31.82,23,2011,0
3170,2011-08-02 00:00:00,18,11,3,0,1,1,31.06,0,2011,0
3171,2011-08-02 01:00:00,8,4,3,0,1,1,31.06,1,2011,0
3172,2011-08-02 02:00:00,6,2,3,0,1,1,31.82,2,2011,0
3173,2011-08-02 03:00:00,5,0,3,0,1,1,31.06,3,2011,0
3174,2011-08-02 04:00:00,10,0,3,0,1,1,31.06,4,2011,0
3175,2011-08-02 05:00:00,17,4,3,0,1,1,31.06,5,2011,1
3176,2011-08-02 06:00:00,105,12,3,0,1,1,31.82,6,2011,1
3177,2011-08-02 07:00:00,320,15,3,0,1,1,33.335,7,2011,1
3178,2011-08-02 08:00:00,398,37,3,0,1,1,34.09,8,2011,1
3179,2011-08-02 09:00:00,182,31,3,0,1,1,34.85,9,2011,1
3180,2011-08-02 10:00:00,90,50,3,0,1,1,36.365,10,2011,1
3181,2011-08-02 11:00:00,96,32,3,0,1,1,36.365,11,2011,1
3182,2011-08-02 12:00:00,112,45,3,0,1,1,37.12,12,2011,1
3183,2011-08-02 13:00:00,153,50,3,0,1,1,37.12,13,2011,1
3184,2011-08-02 14:00:00,114,45,3,0,1,1,38.635,14,2011,1
3185,2011-08-02 15:00:00,120,48,3,0,1,1,38.635,15,2011,1
3186,2011-08-02 16:00:00,216,58,3,0,1,1,38.635,16,2011,1
3187,2011-08-02 17:00:00,493,63,3,0,1,2,39.395,17,2011,1
3188,2011-08-02 18:00:00,491,65,3,0,1,2,37.88,18,2011,1
3189,2011-08-02 19:00:00,369,85,3,0,1,2,37.88,19,2011,1
3190,2011-08-02 20:00:00,248,40,3,0,1,2,37.88,20,2011,0
3191,2011-08-02 21:00:00,201,53,3,0,1,1,37.12,21,2011,0
3192,2011-08-02 22:00:00,169,22,3,0,1,2,37.12,22,2011,0
3193,2011-08-02 23:00:00,103,29,3,0,1,2,37.12,23,2011,0
3194,2011-08-03 00:00:00,32,11,3,0,1,2,37.12,0,2011,0
3195,2011-08-03 01:00:00,9,7,3,0,1,2,35.605,1,2011,0
3196,2011-08-03 02:00:00,9,2,3,0,1,2,35.605,2,2011,0
3197,2011-08-03 03:00:00,4,0,3,0,1,2,34.85,3,2011,0
3198,2011-08-03 04:00:00,7,0,3,0,1,2,34.85,4,2011,0
3199,2011-08-03 05:00:00,22,2,3,0,1,2,34.85,5,2011,1
3200,2011-08-03 06:00:00,101,9,3,0,1,3,34.09,6,2011,1
3201,2011-08-03 07:00:00,252,19,3,0,1,2,33.335,7,2011,1
3202,2011-08-03 08:00:00,408,29,3,0,1,2,33.335,8,2011,1
3203,2011-08-03 09:00:00,172,23,3,0,1,2,34.09,9,2011,1
3204,2011-08-03 10:00:00,59,9,3,0,1,3,34.09,10,2011,1
3205,2011-08-03 11:00:00,93,29,3,0,1,2,34.09,11,2011,1
3206,2011-08-03 12:00:00,142,19,3,0,1,3,34.85,12,2011,1
3207,2011-08-03 13:00:00,107,37,3,0,1,2,35.605,13,2011,1
3208,2011-08-03 14:00:00,104,43,3,0,1,2,35.605,14,2011,1
3209,2011-08-03 15:00:00,87,31,3,0,1,2,33.335,15,2011,1
3210,2011-08-03 16:00:00,129,21,3,0,1,3,31.82,16,2011,1
3211,2011-08-03 17:00:00,378,47,3,0,1,2,33.335,17,2011,1
3212,2011-08-03 18:00:00,443,49,3,0,1,3,33.335,18,2011,1
3213,2011-08-03 19:00:00,270,51,3,0,1,3,33.335,19,2011,1
3214,2011-08-03 20:00:00,80,7,3,0,1,3,33.335,20,2011,0
3215,2011-08-03 21:00:00,81,7,3,0,1,2,31.82,21,2011,0
3216,2011-08-03 22:00:00,66,11,3,0,1,3,31.82,22,2011,0
3217,2011-08-03 23:00:00,52,4,3,0,1,2,31.82,23,2011,0
3218,2011-08-04 00:00:00,15,2,3,0,1,2,31.82,0,2011,0
3219,2011-08-04 01:00:00,14,3,3,0,1,2,29.545,1,2011,0
3220,2011-08-04 02:00:00,5,2,3,0,1,2,29.545,2,2011,0
3221,2011-08-04 03:00:00,3,0,3,0,1,3,29.545,3,2011,0
3222,2011-08-04 04:00:00,7,0,3,0,1,2,31.82,4,2011,0
3223,2011-08-04 05:00:00,17,3,3,0,1,2,31.82,5,2011,1
3224,2011-08-04 06:00:00,90,7,3,0,1,2,31.82,6,2011,1
3225,2011-08-04 07:00:00,271,11,3,0,1,2,31.82,7,2011,1
3226,2011-08-04 08:00:00,369,29,3,0,1,2,32.575,8,2011,1
3227,2011-08-04 09:00:00,162,25,3,0,1,1,34.85,9,2011,1
3228,2011-08-04 10:00:00,89,24,3,0,1,1,33.335,10,2011,1
3229,2011-08-04 11:00:00,112,37,3,0,1,2,34.85,11,2011,1
3230,2011-08-04 12:00:00,152,53,3,0,1,2,35.605,12,2011,1
3231,2011-08-04 13:00:00,142,63,3,0,1,1,35.605,13,2011,1
3232,2011-08-04 14:00:00,114,53,3,0,1,1,37.88,14,2011,1
3233,2011-08-04 15:00:00,115,50,3,0,1,1,37.88,15,2011,1
3234,2011-08-04 16:00:00,220,70,3,0,1,1,35.605,16,2011,1
3235,2011-08-04 17:00:00,464,91,3,0,1,1,35.605,17,2011,1
3236,2011-08-04 18:00:00,435,88,3,0,1,1,33.335,18,2011,1
3237,2011-08-04 19:00:00,301,65,3,0,1,1,33.335,19,2011,1
3238,2011-08-04 20:00:00,245,41,3,0,1,2,33.335,20,2011,0
3239,2011-08-04 21:00:00,186,25,3,0,1,2,33.335,21,2011,0
3240,2011-08-04 22:00:00,141,33,3,0,1,1,31.82,22,2011,0
3241,2011-08-04 23:00:00,108,24,3,0,1,1,31.06,23,2011,0
3242,2011-08-05 00:00:00,41,13,3,0,1,1,31.06,0,2011,0
3243,2011-08-05 01:00:00,16,3,3,0,1,1,29.545,1,2011,0
3244,2011-08-05 02:00:00,14,5,3,0,1,1,31.06,2,2011,0
3245,2011-08-05 03:00:00,6,0,3,0,1,1,29.545,3,2011,0
3246,2011-08-05 04:00:00,6,1,3,0,1,1,29.545,4,2011,0
3247,2011-08-05 05:00:00,16,0,3,0,1,1,29.545,5,2011,1
3248,2011-08-05 06:00:00,94,7,3,0,1,1,29.545,6,2011,1
3249,2011-08-05 07:00:00,247,23,3,0,1,1,30.305,7,2011,1
3250,2011-08-05 08:00:00,415,39,3,0,1,1,32.575,8,2011,1
3251,2011-08-05 09:00:00,183,43,3,0,1,1,33.335,9,2011,1
3252,2011-08-05 10:00:00,113,50,3,0,1,1,34.09,10,2011,1
3253,2011-08-05 11:00:00,103,44,3,0,1,2,34.85,11,2011,1
3254,2011-08-05 12:00:00,159,57,3,0,1,1,34.85,12,2011,1
3255,2011-08-05 13:00:00,164,40,3,0,1,1,35.605,13,2011,1
3256,2011-08-05 14:00:00,164,81,3,0,1,2,35.605,14,2011,1
3257,2011-08-05 15:00:00,160,50,3,0,1,1,34.85,15,2011,1
3258,2011-08-05 16:00:00,254,76,3,0,1,1,37.12,16,2011,1
3259,2011-08-05 17:00:00,466,84,3,0,1,1,35.605,17,2011,1
3260,2011-08-05 18:00:00,361,105,3,0,1,1,34.85,18,2011,1
3261,2011-08-05 19:00:00,282,90,3,0,1,1,34.09,19,2011,1
3262,2011-08-05 20:00:00,221,70,3,0,1,1,33.335,20,2011,0
3263,2011-08-05 21:00:00,119,54,3,0,1,1,32.575,21,2011,0
3264,2011-08-05 22:00:00,137,51,3,0,1,1,32.575,22,2011,0
3265,2011-08-05 23:00:00,102,37,3,0,1,1,31.82,23,2011,0
3266,2011-08-06 00:00:00,104,29,3,0,0,1,30.305,0,2011,0
3267,2011-08-06 01:00:00,50,17,3,0,0,1,30.305,1,2011,0
3268,2011-08-06 02:00:00,39,14,3,0,0,1,30.305,2,2011,0
3269,2011-08-06 03:00:00,28,14,3,0,0,2,30.305,3,2011,0
3270,2011-08-06 04:00:00,5,5,3,0,0,2,30.305,4,2011,0
3271,2011-08-06 05:00:00,4,2,3,0,0,1,28.79,5,2011,1
3272,2011-08-06 06:00:00,22,5,3,0,0,1,28.79,6,2011,1
3273,2011-08-06 07:00:00,49,14,3,0,0,1,31.82,7,2011,1
3274,2011-08-06 08:00:00,94,27,3,0,0,1,31.82,8,2011,1
3275,2011-08-06 09:00:00,155,60,3,0,0,1,34.85,9,2011,1
3276,2011-08-06 10:00:00,199,91,3,0,0,2,34.85,10,2011,1
3277,2011-08-06 11:00:00,211,138,3,0,0,1,37.12,11,2011,1
3278,2011-08-06 12:00:00,252,130,3,0,0,1,37.88,12,2011,1
3279,2011-08-06 13:00:00,265,176,3,0,0,2,38.635,13,2011,1
3280,2011-08-06 14:00:00,204,176,3,0,0,1,38.635,14,2011,1
3281,2011-08-06 15:00:00,232,130,3,0,0,2,40.15,15,2011,1
3282,2011-08-06 16:00:00,188,155,3,0,0,3,35.605,16,2011,1
3283,2011-08-06 17:00:00,88,61,3,0,0,3,35.605,17,2011,1
3284,2011-08-06 18:00:00,130,81,3,0,0,2,34.85,18,2011,1
3285,2011-08-06 19:00:00,114,57,3,0,0,3,35.605,19,2011,1
3286,2011-08-06 20:00:00,79,58,3,0,0,3,34.85,20,2011,0
3287,2011-08-06 21:00:00,86,28,3,0,0,2,33.335,21,2011,0
3288,2011-08-06 22:00:00,96,24,3,0,0,2,33.335,22,2011,0
3289,2011-08-06 23:00:00,79,29,3,0,0,3,33.335,23,2011,0
3290,2011-08-07 00:00:00,66,14,3,0,0,2,33.335,0,2011,0
3291,2011-08-07 01:00:00,63,10,3,0,0,2,33.335,1,2011,0
3292,2011-08-07 02:00:00,48,18,3,0,0,2,33.335,2,2011,0
3293,2011-08-07 03:00:00,23,9,3,0,0,2,33.335,3,2011,0
3294,2011-08-07 04:00:00,5,1,3,0,0,1,33.335,4,2011,0
3295,2011-08-07 05:00:00,4,1,3,0,0,1,33.335,5,2011,1
3296,2011-08-07 06:00:00,10,3,3,0,0,1,33.335,6,2011,1
3297,2011-08-07 07:00:00,28,11,3,0,0,1,33.335,7,2011,1
3298,2011-08-07 08:00:00,66,23,3,0,0,1,34.85,8,2011,1
3299,2011-08-07 09:00:00,102,82,3,0,0,1,37.12,9,2011,1
3300,2011-08-07 10:00:00,178,88,3,0,0,1,40.15,10,2011,1
3301,2011-08-07 11:00:00,156,113,3,0,0,1,41.665,11,2011,1
3302,2011-08-07 12:00:00,209,161,3,0,0,1,42.425,12,2011,1
3303,2011-08-07 13:00:00,206,118,3,0,0,1,42.425,13,2011,1
3304,2011-08-07 14:00:00,192,130,3,0,0,1,40.15,14,2011,1
3305,2011-08-07 15:00:00,208,118,3,0,0,3,34.85,15,2011,1
3306,2011-08-07 16:00:00,119,74,3,0,0,3,34.85,16,2011,1
3307,2011-08-07 17:00:00,131,63,3,0,0,3,35.605,17,2011,1
3308,2011-08-07 18:00:00,155,74,3,0,0,1,34.85,18,2011,1
3309,2011-08-07 19:00:00,160,68,3,0,0,1,34.85,19,2011,1
3310,2011-08-07 20:00:00,133,50,3,0,0,1,35.605,20,2011,0
3311,2011-08-07 21:00:00,100,36,3,0,0,1,35.605,21,2011,0
3312,2011-08-07 22:00:00,82,21,3,0,0,1,33.335,22,2011,0
3313,2011-08-07 23:00:00,43,12,3,0,0,1,33.335,23,2011,0
3314,2011-08-08 00:00:00,17,13,3,0,1,1,33.335,0,2011,0
3315,2011-08-08 01:00:00,8,4,3,0,1,1,31.82,1,2011,0
3316,2011-08-08 02:00:00,3,4,3,0,1,1,29.545,2,2011,0
3317,2011-08-08 03:00:00,0,1,3,0,1,1,29.545,3,2011,0
3318,2011-08-08 04:00:00,8,2,3,0,1,1,29.545,4,2011,0
3319,2011-08-08 05:00:00,14,1,3,0,1,1,33.335,5,2011,1
3320,2011-08-08 06:00:00,87,8,3,0,1,1,32.575,6,2011,1
3321,2011-08-08 07:00:00,249,18,3,0,1,1,34.09,7,2011,1
3322,2011-08-08 08:00:00,320,29,3,0,1,1,34.09,8,2011,1
3323,2011-08-08 09:00:00,146,37,3,0,1,1,34.85,9,2011,1
3324,2011-08-08 10:00:00,62,62,3,0,1,1,37.12,10,2011,1
3325,2011-08-08 11:00:00,89,90,3,0,1,1,37.12,11,2011,1
3326,2011-08-08 12:00:00,134,48,3,0,1,1,37.88,12,2011,1
