,count,season,holiday,workingday,weather,atemp,humidity,windspeed,hour,year,dow,month,rushhour,sunindicator
2606,206,2,0,1,1,33.335,54,26.0027,12,2011,4,6,0,1
2607,151,2,0,1,2,33.335,54,16.9979,13,2011,4,6,0,1
2608,153,2,0,1,2,33.335,54,22.0028,14,2011,4,6,0,1
2609,159,2,0,1,2,32.575,61,19.9995,15,2011,4,6,1,1
2610,294,2,0,1,3,31.06,69,12.998,16,2011,4,6,1,1
2611,272,2,0,1,2,29.545,78,7.0015,17,2011,4,6,1,1
2612,325,2,0,1,1,28.79,83,15.0013,18,2011,4,6,1,1
2613,327,2,0,1,1,28.79,83,19.0012,19,2011,4,6,0,1
2614,201,2,0,1,1,28.79,83,22.0028,20,2011,4,6,0,1
2615,188,2,0,1,3,28.79,83,16.9979,21,2011,4,6,0,0
2616,151,2,0,1,3,28.79,83,16.9979,22,2011,4,6,0,0
2617,16,2,0,1,3,28.03,83,16.9979,23,2011,4,6,0,0
2618,24,2,0,1,1,26.515,88,6.0032,0,2011,5,6,0,0
2619,23,2,0,1,1,26.515,94,8.9981,1,2011,5,6,0,0
2620,13,2,0,1,1,26.515,94,7.0015,2,2011,5,6,0,0
2621,6,2,0,1,1,26.515,94,7.0015,3,2011,5,6,0,0
2622,6,2,0,1,1,25.76,94,8.9981,4,2011,5,6,0,0
2623,13,2,0,1,1,25.76,100,0.0,5,2011,5,6,0,1
2624,97,2,0,1,1,26.515,94,0.0,6,2011,5,6,1,1
2625,250,2,0,1,1,28.03,83,0.0,7,2011,5,6,1,1
2626,454,2,0,1,2,28.03,83,0.0,8,2011,5,6,1,1
2627,224,2,0,1,1,32.575,58,12.998,9,2011,5,6,1,1
2628,170,2,0,1,1,32.575,58,12.998,10,2011,5,6,0,1
2629,181,2,0,1,1,31.82,69,16.9979,11,2011,5,6,0,1
2630,243,2,0,1,1,32.575,65,16.9979,12,2011,5,6,0,1
2631,204,2,0,1,1,34.09,62,19.0012,13,2011,5,6,0,1
2632,215,2,0,1,1,34.85,52,12.998,14,2011,5,6,0,1
2633,243,2,0,1,1,34.85,43,15.0013,15,2011,5,6,1,1
2634,355,2,0,1,1,34.09,45,11.0014,16,2011,5,6,1,1
2635,552,2,0,1,3,34.09,40,12.998,17,2011,5,6,1,1
2636,450,2,0,1,3,34.09,40,12.998,18,2011,5,6,1,1
2637,328,2,0,1,3,28.79,83,16.9979,19,2011,5,6,0,1
2638,232,2,0,1,1,29.545,78,7.0015,20,2011,5,6,0,1
2639,208,2,0,1,1,29.545,78,6.0032,21,2011,5,6,0,0
2640,175,2,0,1,1,28.03,88,8.9981,22,2011,5,6,0,0
2641,178,2,0,1,1,28.79,83,8.9981,23,2011,5,6,0,0
2642,104,2,0,0,1,28.03,88,8.9981,0,2011,6,6,0,0
2643,95,2,0,0,1,28.79,83,7.0015,1,2011,6,6,0,0
2644,53,2,0,0,1,27.275,88,0.0,2,2011,6,6,0,0
2645,20,2,0,0,1,27.275,88,6.0032,3,2011,6,6,0,0
2646,5,2,0,0,1,27.275,88,6.0032,4,2011,6,6,0,0
2647,7,2,0,0,1,28.79,83,0.0,5,2011,6,6,0,1
2648,27,2,0,0,1,28.79,83,7.0015,6,2011,6,6,1,1
2649,57,2,0,0,1,29.545,78,8.9981,7,2011,6,6,1,1
2650,131,2,0,0,1,30.305,78,6.0032,8,2011,6,6,1,1
2651,218,2,0,0,1,32.575,61,15.0013,9,2011,6,6,1,1
2652,244,2,0,0,1,34.09,62,12.998,10,2011,6,6,0,1
2653,404,2,0,0,1,34.09,62,8.9981,11,2011,6,6,0,1
2654,420,2,0,0,1,34.85,66,6.0032,12,2011,6,6,0,1
2655,327,2,0,0,1,34.85,55,0.0,13,2011,6,6,0,1
2656,334,2,0,0,2,36.365,46,19.0012,14,2011,6,6,0,1
2657,367,2,0,0,2,37.88,46,8.9981,15,2011,6,6,1,1
2658,468,2,0,0,2,34.85,52,15.0013,16,2011,6,6,1,1
2659,449,2,0,0,2,34.09,48,11.0014,17,2011,6,6,1,1
2660,381,2,0,0,2,34.09,55,12.998,18,2011,6,6,1,1
2661,326,2,0,0,2,33.335,51,7.0015,19,2011,6,6,0,1
2662,188,2,0,0,2,33.335,58,8.9981,20,2011,6,6,0,1
2663,183,2,0,0,2,34.09,66,7.0015,21,2011,6,6,0,0
2664,161,2,0,0,2,34.09,62,8.9981,22,2011,6,6,0,0
2665,150,2,0,0,2,34.09,62,0.0,23,2011,6,6,0,0
2666,89,2,0,0,1,32.575,65,0.0,0,2011,7,6,0,0
2667,76,2,0,0,2,32.575,65,6.0032,1,2011,7,6,0,0
2668,72,2,0,0,1,31.82,74,6.0032,2,2011,7,6,0,0
2669,30,2,0,0,2,30.305,78,8.9981,3,2011,7,6,0,0
2670,17,2,0,0,2,31.06,74,8.9981,4,2011,7,6,0,0
2671,19,2,0,0,2,30.305,78,0.0,5,2011,7,6,0,1
2672,33,2,0,0,2,30.305,78,11.0014,6,2011,7,6,1,1
2673,71,2,0,0,2,30.305,78,11.0014,7,2011,7,6,1,1
2674,84,2,0,0,3,31.82,74,7.0015,8,2011,7,6,1,1
2675,169,2,0,0,2,31.82,74,7.0015,9,2011,7,6,1,1
2676,244,2,0,0,2,32.575,61,7.0015,10,2011,7,6,0,1
2677,377,2,0,0,2,33.335,58,6.0032,11,2011,7,6,0,1
2678,396,2,0,0,2,34.09,55,6.0032,12,2011,7,6,0,1
2679,363,2,0,0,2,33.335,51,0.0,13,2011,7,6,0,1
2680,317,2,0,0,3,34.09,58,7.0015,14,2011,7,6,0,1
2681,362,2,0,0,2,34.09,55,7.0015,15,2011,7,6,1,1
2682,378,2,0,0,2,34.09,48,0.0,16,2011,7,6,1,1
2683,397,2,0,0,1,33.335,51,0.0,17,2011,7,6,1,1
2684,296,2,0,0,2,34.09,58,6.0032,18,2011,7,6,1,1
2685,311,2,0,0,1,34.09,62,8.9981,19,2011,7,6,0,1
2686,232,2,0,0,1,32.575,70,12.998,20,2011,7,6,0,1
2687,167,2,0,0,1,31.82,79,8.9981,21,2011,7,6,0,0
2688,152,2,0,0,1,30.305,78,15.0013,22,2011,7,6,0,0
2689,92,2,0,0,1,30.305,78,12.998,23,2011,7,6,0,0
2690,68,3,0,1,1,31.06,50,0.0,0,2011,5,7,0,0
2691,31,3,0,1,1,31.06,50,0.0,1,2011,5,7,0,0
2692,13,3,0,1,1,30.305,69,0.0,2,2011,5,7,0,0
2693,11,3,0,1,1,31.06,53,0.0,3,2011,5,7,0,0
2694,6,3,0,1,1,31.06,57,0.0,4,2011,5,7,0,0
2695,30,3,0,1,1,30.305,64,8.9981,5,2011,5,7,0,1
2696,108,3,0,1,1,30.305,61,8.9981,6,2011,5,7,1,1
2697,243,3,0,1,1,31.06,54,7.0015,7,2011,5,7,1,1
2698,492,3,0,1,1,31.82,42,11.0014,8,2011,5,7,1,1
2699,260,3,0,1,1,32.575,35,11.0014,9,2011,5,7,1,1
2700,170,3,0,1,1,33.335,33,11.0014,10,2011,5,7,0,1
2701,214,3,0,1,1,34.85,26,0.0,11,2011,5,7,0,1
2702,263,3,0,1,1,34.85,26,0.0,12,2011,5,7,0,1
2703,292,3,0,1,1,34.09,24,0.0,13,2011,5,7,0,1
2704,303,3,0,1,1,34.85,23,12.998,14,2011,5,7,0,1
2705,381,3,0,1,1,34.85,21,16.9979,15,2011,5,7,1,1
2706,427,3,0,1,1,34.85,17,0.0,16,2011,5,7,1,1
2707,461,3,0,1,1,34.85,21,12.998,17,2011,5,7,1,1
2708,422,3,0,1,1,34.09,24,16.9979,18,2011,5,7,1,1
2709,318,3,0,1,1,33.335,25,12.998,19,2011,5,7,0,1
2710,269,3,0,1,1,32.575,42,15.0013,20,2011,5,7,0,1
2711,218,3,0,1,1,31.82,45,12.998,21,2011,5,7,0,0
2712,222,3,0,1,1,31.82,42,0.0,22,2011,5,7,0,0
2713,140,3,0,1,1,31.82,47,6.0032,23,2011,5,7,0,0
2714,115,3,0,0,1,31.82,47,6.0032,0,2011,6,7,0,0
2715,78,3,0,0,1,31.06,54,0.0,1,2011,6,7,0,0
2716,52,3,0,0,1,31.06,53,0.0,2,2011,6,7,0,0
2717,26,3,0,0,1,31.06,53,0.0,3,2011,6,7,0,0
2718,11,3,0,0,1,30.305,61,0.0,4,2011,6,7,0,0
2719,14,3,0,0,1,27.275,73,7.0015,5,2011,6,7,0,1
2720,32,3,0,0,1,30.305,69,7.0015,6,2011,6,7,1,1
2721,45,3,0,0,1,30.305,65,0.0,7,2011,6,7,1,1
2722,132,3,0,0,1,31.82,57,0.0,8,2011,6,7,1,1
2723,179,3,0,0,1,33.335,51,6.0032,9,2011,6,7,1,1
2724,271,3,0,0,1,35.605,36,0.0,10,2011,6,7,0,1
2725,357,3,0,0,1,35.605,36,6.0032,11,2011,6,7,0,1
2726,374,3,0,0,1,35.605,30,8.9981,12,2011,6,7,0,1
2727,404,3,0,0,1,35.605,30,7.0015,13,2011,6,7,0,1
2728,392,3,0,0,1,35.605,20,0.0,14,2011,6,7,0,1
2729,331,3,0,0,1,36.365,19,11.0014,15,2011,6,7,1,1
2730,398,3,0,0,1,37.12,22,15.0013,16,2011,6,7,1,1
2731,349,3,0,0,1,36.365,30,15.0013,17,2011,6,7,1,1
2732,383,3,0,0,1,35.605,30,19.0012,18,2011,6,7,1,1
2733,305,3,0,0,1,34.85,33,15.0013,19,2011,6,7,0,1
2734,284,3,0,0,1,34.09,45,19.0012,20,2011,6,7,0,1
2735,232,3,0,0,1,33.335,48,12.998,21,2011,6,7,0,0
2736,201,3,0,0,1,33.335,51,11.0014,22,2011,6,7,0,0
2737,154,3,0,0,1,33.335,54,19.0012,23,2011,6,7,0,0
2738,144,3,0,0,1,32.575,58,15.0013,0,2011,7,7,0,0
2739,78,3,0,0,2,32.575,61,11.0014,1,2011,7,7,0,0
2740,69,3,0,0,1,32.575,58,12.998,2,2011,7,7,0,0
2741,33,3,0,0,3,31.82,65,6.0032,3,2011,7,7,0,0
2742,5,3,0,0,3,31.82,65,6.0032,4,2011,7,7,0,0
2743,1,3,0,0,3,28.79,83,12.998,5,2011,7,7,0,1
2744,3,3,0,0,2,27.275,94,6.0032,6,2011,7,7,1,1
2745,25,3,0,0,2,28.79,89,12.998,7,2011,7,7,1,1
2746,92,3,0,0,1,31.82,79,15.0013,8,2011,7,7,1,1
2747,181,3,0,0,1,33.335,74,16.9979,9,2011,7,7,1,1
2748,264,3,0,0,1,34.85,66,11.0014,10,2011,7,7,0,1
2749,390,3,0,0,1,35.605,62,7.0015,11,2011,7,7,0,1
2750,404,3,0,0,1,37.88,55,7.0015,12,2011,7,7,0,1
2751,421,3,0,0,1,38.635,59,15.0013,13,2011,7,7,0,1
2752,375,3,0,0,1,39.395,56,16.9979,14,2011,7,7,0,1
2753,376,3,0,0,1,40.15,53,19.9995,15,2011,7,7,1,1
2754,414,3,0,0,1,40.15,53,19.9995,16,2011,7,7,1,1
2755,358,3,0,0,3,37.12,49,56.9969,17,2011,7,7,1,1
2756,181,3,0,0,3,37.12,49,56.9969,18,2011,7,7,1,1
2757,183,3,0,0,2,30.305,83,12.998,19,2011,7,7,0,1
2758,176,3,0,0,3,30.305,83,0.0,20,2011,7,7,0,1
2759,167,3,0,0,2,30.305,83,11.0014,21,2011,7,7,0,0
2760,162,3,0,0,2,30.305,78,7.0015,22,2011,7,7,0,0
2761,147,3,0,0,1,28.79,83,11.0014,23,2011,7,7,0,0
2762,140,3,1,0,1,28.79,83,8.9981,0,2011,1,7,0,0
2763,119,3,1,0,1,28.79,83,6.0032,1,2011,1,7,0,0
2764,63,3,1,0,1,28.79,83,0.0,2,2011,1,7,0,0
2765,26,3,1,0,1,29.545,78,0.0,3,2011,1,7,0,0
2766,12,3,1,0,2,30.305,78,6.0032,4,2011,1,7,0,0
2767,4,3,1,0,2,28.79,83,8.9981,5,2011,1,7,0,1
2768,16,3,1,0,1,28.79,89,11.0014,6,2011,1,7,1,1
2769,36,3,1,0,1,30.305,83,8.9981,7,2011,1,7,1,1
2770,86,3,1,0,1,33.335,74,7.0015,8,2011,1,7,1,1
2771,238,3,1,0,2,34.09,66,6.0032,9,2011,1,7,1,1
2772,280,3,1,0,2,34.85,55,6.0032,10,2011,1,7,0,1
2773,349,3,1,0,2,34.85,55,6.0032,11,2011,1,7,0,1
2774,447,3,1,0,2,35.605,52,0.0,12,2011,1,7,0,1
2775,423,3,1,0,2,35.605,49,0.0,13,2011,1,7,0,1
2776,408,3,1,0,1,36.365,46,0.0,14,2011,1,7,0,1
2777,408,3,1,0,1,37.12,43,6.0032,15,2011,1,7,1,1
2778,452,3,1,0,1,37.12,41,0.0,16,2011,1,7,1,1
2779,436,3,1,0,1,36.365,46,0.0,17,2011,1,7,1,1
2780,418,3,1,0,1,36.365,46,8.9981,18,2011,1,7,1,1
2781,375,3,1,0,2,35.605,49,11.0014,19,2011,1,7,0,1
2782,386,3,1,0,2,34.85,55,7.0015,20,2011,1,7,0,1
2783,457,3,1,0,2,34.09,62,7.0015,21,2011,1,7,0,0
2784,326,3,1,0,2,34.09,62,8.9981,22,2011,1,7,0,0
2785,138,3,1,0,2,34.09,70,7.0015,23,2011,1,7,0,0
2786,55,3,0,1,2,32.575,65,11.0014,0,2011,2,7,0,0
2787,39,3,0,1,1,32.575,65,7.0015,1,2011,2,7,0,0
2788,13,3,0,1,1,31.06,74,6.0032,2,2011,2,7,0,0
2789,8,3,0,1,1,31.06,74,15.0013,3,2011,2,7,0,0
2790,5,3,0,1,1,31.06,69,11.0014,4,2011,2,7,0,0
2791,20,3,0,1,1,31.06,69,0.0,5,2011,2,7,0,1
2792,94,3,0,1,1,31.06,74,6.0032,6,2011,2,7,1,1
2793,270,3,0,1,1,32.575,65,6.0032,7,2011,2,7,1,1
2794,432,3,0,1,1,34.09,62,8.9981,8,2011,2,7,1,1
2795,227,3,0,1,1,34.09,58,8.9981,9,2011,2,7,1,1
2796,139,3,0,1,1,34.85,52,7.0015,10,2011,2,7,0,1
2797,172,3,0,1,1,34.85,46,7.0015,11,2011,2,7,0,1
2798,201,3,0,1,1,36.365,43,7.0015,12,2011,2,7,0,1
2799,203,3,0,1,1,37.12,43,7.0015,13,2011,2,7,0,1
2800,178,3,0,1,1,37.12,49,11.0014,14,2011,2,7,0,1
2801,162,3,0,1,1,37.12,43,0.0,15,2011,2,7,1,1
2802,281,3,0,1,1,37.88,46,7.0015,16,2011,2,7,1,1
2803,545,3,0,1,1,37.88,46,7.0015,17,2011,2,7,1,1
2804,496,3,0,1,1,37.88,55,11.0014,18,2011,2,7,1,1
2805,368,3,0,1,1,38.635,59,8.9981,19,2011,2,7,0,1
2806,284,3,0,1,1,36.365,66,7.0015,20,2011,2,7,0,1
2807,245,3,0,1,1,37.12,62,16.9979,21,2011,2,7,0,0
2808,155,3,0,1,1,36.365,66,15.0013,22,2011,2,7,0,0
2809,73,3,0,1,1,34.85,66,11.0014,23,2011,2,7,0,0
2810,37,3,0,1,1,34.85,74,12.998,0,2011,3,7,0,0
2811,15,3,0,1,1,33.335,74,8.9981,1,2011,3,7,0,0
2812,5,3,0,1,1,33.335,79,6.0032,2,2011,3,7,0,0
2813,6,3,0,1,1,33.335,79,0.0,3,2011,3,7,0,0
2814,6,3,0,1,2,31.82,83,6.0032,4,2011,3,7,0,0
2815,35,3,0,1,1,31.82,83,6.0032,5,2011,3,7,0,1
2816,121,3,0,1,1,33.335,79,6.0032,6,2011,3,7,1,1
2817,312,3,0,1,2,34.85,79,0.0,7,2011,3,7,1,1
2818,428,3,0,1,2,34.85,74,7.0015,8,2011,3,7,1,1
2819,189,3,0,1,3,33.335,79,12.998,9,2011,3,7,1,1
2820,43,3,0,1,3,33.335,79,6.0032,10,2011,3,7,0,1
2821,127,3,0,1,2,34.85,74,0.0,11,2011,3,7,0,1
2822,152,3,0,1,2,34.85,66,6.0032,12,2011,3,7,0,1
2823,140,3,0,1,2,34.85,70,7.0015,13,2011,3,7,0,1
2824,163,3,0,1,1,36.365,66,19.0012,14,2011,3,7,0,1
2825,185,3,0,1,1,36.365,70,19.0012,15,2011,3,7,1,1
2826,275,3,0,1,1,36.365,70,16.9979,16,2011,3,7,1,1
2827,596,3,0,1,1,37.12,59,15.0013,17,2011,3,7,1,1
2828,563,3,0,1,1,35.605,62,12.998,18,2011,3,7,1,1
2829,394,3,0,1,1,34.85,70,15.0013,19,2011,3,7,0,1
2830,312,3,0,1,1,34.85,74,16.9979,20,2011,3,7,0,1
2831,241,3,0,1,1,33.335,79,12.998,21,2011,3,7,0,0
2832,186,3,0,1,1,33.335,79,12.998,22,2011,3,7,0,0
2833,98,3,0,1,1,31.82,83,15.0013,23,2011,3,7,0,0
2834,35,3,0,1,1,29.545,89,8.9981,0,2011,4,7,0,0
2835,16,3,0,1,1,29.545,89,12.998,1,2011,4,7,0,0
2836,8,3,0,1,1,29.545,89,12.998,2,2011,4,7,0,0
2837,4,3,0,1,1,28.03,94,7.0015,3,2011,4,7,0,0
2838,4,3,0,1,1,28.79,89,7.0015,4,2011,4,7,0,0
2839,32,3,0,1,1,28.79,89,7.0015,5,2011,4,7,0,1
2840,118,3,0,1,2,28.79,89,8.9981,6,2011,4,7,1,1
2841,292,3,0,1,2,29.545,89,7.0015,7,2011,4,7,1,1
2842,443,3,0,1,2,33.335,79,12.998,8,2011,4,7,1,1
2843,179,3,0,1,1,34.85,70,11.0014,9,2011,4,7,1,1
2844,101,3,0,1,1,37.12,62,0.0,10,2011,4,7,0,1
2845,142,3,0,1,1,38.635,52,8.9981,11,2011,4,7,0,1
2846,171,3,0,1,1,38.635,41,0.0,12,2011,4,7,0,1
2847,155,3,0,1,1,39.395,41,0.0,13,2011,4,7,0,1
2848,160,3,0,1,1,39.395,41,16.9979,14,2011,4,7,0,1
2849,166,3,0,1,1,39.395,41,16.9979,15,2011,4,7,1,1
2850,265,3,0,1,1,38.635,39,15.0013,16,2011,4,7,1,1
2851,569,3,0,1,1,37.88,36,16.9979,17,2011,4,7,1,1
2852,562,3,0,1,1,37.88,44,19.9995,18,2011,4,7,1,1
2853,365,3,0,1,1,38.635,52,19.0012,19,2011,4,7,0,1
2854,285,3,0,1,1,35.605,58,23.9994,20,2011,4,7,0,1
2855,209,3,0,1,1,34.09,62,11.0014,21,2011,4,7,0,0
2856,182,3,0,1,1,34.09,62,11.0014,22,2011,4,7,0,0
2857,129,3,0,1,1,34.09,66,0.0,23,2011,4,7,0,0
2858,47,3,0,1,1,34.85,66,7.0015,0,2011,5,7,0,0
2859,34,3,0,1,1,34.85,79,0.0,1,2011,5,7,0,0
2860,22,3,0,1,2,33.335,74,11.0014,2,2011,5,7,0,0
2861,6,3,0,1,1,31.82,79,7.0015,3,2011,5,7,0,0
2862,11,3,0,1,1,33.335,79,16.9979,4,2011,5,7,0,0
2863,27,3,0,1,1,31.82,79,16.9979,5,2011,5,7,0,1
2864,102,3,0,1,1,33.335,74,7.0015,6,2011,5,7,1,1
2865,332,3,0,1,2,33.335,79,12.998,7,2011,5,7,1,1
2866,457,3,0,1,2,34.85,74,16.9979,8,2011,5,7,1,1
2867,241,3,0,1,2,36.365,70,19.9995,9,2011,5,7,1,1
2868,138,3,0,1,2,34.85,70,23.9994,10,2011,5,7,0,1
2869,165,3,0,1,2,35.605,74,16.9979,11,2011,5,7,0,1
2870,213,3,0,1,2,36.365,70,19.0012,12,2011,5,7,0,1
2871,229,3,0,1,2,37.88,66,19.0012,13,2011,5,7,0,1
2872,216,3,0,1,2,39.395,63,23.9994,14,2011,5,7,0,1
2873,141,3,0,1,2,39.395,63,23.9994,15,2011,5,7,1,1
2874,132,3,0,1,3,31.82,83,30.0026,16,2011,5,7,1,1
2875,167,3,0,1,3,29.545,89,30.0026,17,2011,5,7,1,1
2876,316,3,0,1,1,30.305,83,6.0032,18,2011,5,7,1,1
2877,270,3,0,1,1,30.305,83,6.0032,19,2011,5,7,0,1
2878,250,3,0,1,1,30.305,83,11.0014,20,2011,5,7,0,1
2879,204,3,0,1,2,30.305,83,16.9979,21,2011,5,7,0,0
2880,169,3,0,1,2,30.305,78,12.998,22,2011,5,7,0,0
2881,151,3,0,1,2,30.305,78,6.0032,23,2011,5,7,0,0
2882,121,3,0,0,2,30.305,83,8.9981,0,2011,6,7,0,0
2883,53,3,0,0,2,28.79,89,7.0015,1,2011,6,7,0,0
2884,55,3,0,0,1,28.79,89,11.0014,2,2011,6,7,0,0
2885,30,3,0,0,1,28.79,89,8.9981,3,2011,6,7,0,0
2886,6,3,0,0,1,28.79,83,15.0013,4,2011,6,7,0,0
2887,15,3,0,0,2,28.03,88,11.0014,5,2011,6,7,0,1
2888,38,3,0,0,2,28.79,83,12.998,6,2011,6,7,1,1
2889,71,3,0,0,1,30.305,78,12.998,7,2011,6,7,1,1
2890,182,3,0,0,1,32.575,70,16.9979,8,2011,6,7,1,1
2891,247,3,0,0,1,34.09,58,19.0012,9,2011,6,7,1,1
2892,264,3,0,0,1,34.85,52,11.0014,10,2011,6,7,0,1
2893,290,3,0,0,1,34.85,46,19.9995,11,2011,6,7,0,1
2894,366,3,0,0,1,36.365,46,16.9979,12,2011,6,7,0,1
2895,416,3,0,0,1,37.12,41,15.0013,13,2011,6,7,0,1
2896,373,3,0,0,1,37.12,36,8.9981,14,2011,6,7,0,1
2897,402,3,0,0,1,36.365,34,6.0032,15,2011,6,7,1,1
2898,416,3,0,0,1,36.365,38,0.0,16,2011,6,7,1,1
2899,401,3,0,0,1,36.365,32,0.0,17,2011,6,7,1,1
2900,378,3,0,0,1,36.365,36,7.0015,18,2011,6,7,1,1
2901,306,3,0,0,1,34.85,55,11.0014,19,2011,6,7,0,1
2902,314,3,0,0,1,35.605,58,15.0013,20,2011,6,7,0,1
2903,238,3,0,0,1,34.09,58,11.0014,21,2011,6,7,0,0
2904,214,3,0,0,1,34.09,62,11.0014,22,2011,6,7,0,0
2905,140,3,0,0,1,33.335,58,12.998,23,2011,6,7,0,0
2906,154,3,0,0,1,32.575,61,11.0014,0,2011,7,7,0,0
2907,113,3,0,0,1,32.575,61,8.9981,1,2011,7,7,0,0
2908,96,3,0,0,1,31.82,69,6.0032,2,2011,7,7,0,0
2909,25,3,0,0,1,31.06,74,6.0032,3,2011,7,7,0,0
2910,5,3,0,0,1,31.06,69,6.0032,4,2011,7,7,0,0
2911,17,3,0,0,1,31.06,74,0.0,5,2011,7,7,0,1
2912,25,3,0,0,1,29.545,78,6.0032,6,2011,7,7,1,1
2913,65,3,0,0,1,32.575,70,6.0032,7,2011,7,7,1,1
2914,92,3,0,0,1,34.09,66,0.0,8,2011,7,7,1,1
2915,169,3,0,0,1,34.85,66,6.0032,9,2011,7,7,1,1
2916,268,3,0,0,1,34.85,55,8.9981,10,2011,7,7,0,1
2917,287,3,0,0,1,36.365,55,12.998,11,2011,7,7,0,1
2918,377,3,0,0,1,37.88,46,19.0012,12,2011,7,7,0,1
2919,367,3,0,0,1,36.365,46,19.9995,13,2011,7,7,0,1
2920,349,3,0,0,1,37.12,41,22.0028,14,2011,7,7,0,1
2921,361,3,0,0,1,37.12,39,19.0012,15,2011,7,7,1,1
2922,372,3,0,0,1,37.88,41,19.0012,16,2011,7,7,1,1
2923,363,3,0,0,1,37.12,36,15.0013,17,2011,7,7,1,1
2924,363,3,0,0,1,37.12,43,19.0012,18,2011,7,7,1,1
2925,303,3,0,0,1,37.12,49,22.0028,19,2011,7,7,0,1
2926,268,3,0,0,1,34.85,55,12.998,20,2011,7,7,0,1
2927,227,3,0,0,1,34.09,62,16.9979,21,2011,7,7,0,0
2928,143,3,0,0,1,34.85,66,15.0013,22,2011,7,7,0,0
2929,72,3,0,0,1,34.09,66,16.9979,23,2011,7,7,0,0
2930,35,3,0,1,1,32.575,65,12.998,0,2011,1,7,0,0
2931,10,3,0,1,1,32.575,61,19.0012,1,2011,1,7,0,0
2932,12,3,0,1,1,32.575,61,15.0013,2,2011,1,7,0,0
2933,10,3,0,1,1,31.82,65,11.0014,3,2011,1,7,0,0
2934,4,3,0,1,1,31.06,74,15.0013,4,2011,1,7,0,0
2935,26,3,0,1,1,31.06,74,8.9981,5,2011,1,7,0,1
2936,121,3,0,1,1,31.82,74,12.998,6,2011,1,7,1,1
2937,317,3,0,1,1,33.335,74,16.9979,7,2011,1,7,1,1
2938,420,3,0,1,1,34.85,66,19.0012,8,2011,1,7,1,1
2939,208,3,0,1,1,37.12,59,19.9995,9,2011,1,7,1,1
2940,117,3,0,1,1,37.88,55,23.9994,10,2011,1,7,0,1
2941,128,3,0,1,1,39.395,56,19.9995,11,2011,1,7,0,1
2942,148,3,0,1,1,40.15,53,19.0012,12,2011,1,7,0,1
2943,141,3,0,1,1,40.91,50,16.9979,13,2011,1,7,0,1
2944,134,3,0,1,1,41.665,53,19.0012,14,2011,1,7,0,1
2945,146,3,0,1,1,42.425,56,27.9993,15,2011,1,7,1,1
2946,239,3,0,1,1,42.425,56,26.0027,16,2011,1,7,1,1
2947,514,3,0,1,1,42.425,56,27.9993,17,2011,1,7,1,1
2948,472,3,0,1,1,41.665,53,26.0027,18,2011,1,7,1,1
2949,373,3,0,1,1,41.665,59,22.0028,19,2011,1,7,0,1
2950,236,3,0,1,1,34.85,74,27.9993,20,2011,1,7,0,1
2951,130,3,0,1,1,33.335,79,27.9993,21,2011,1,7,0,0
2952,90,3,0,1,1,34.85,74,8.9981,22,2011,1,7,0,0
2953,55,3,0,1,1,33.335,79,8.9981,23,2011,1,7,0,0
2954,22,3,0,1,1,33.335,79,8.9981,0,2011,2,7,0,0
2955,14,3,0,1,1,33.335,79,6.0032,1,2011,2,7,0,0
2956,9,3,0,1,1,33.335,79,7.0015,2,2011,2,7,0,0
2957,8,3,0,1,2,33.335,79,0.0,3,2011,2,7,0,0
2958,6,3,0,1,1,33.335,79,11.0014,4,2011,2,7,0,0
2959,25,3,0,1,1,33.335,79,6.0032,5,2011,2,7,0,1
2960,115,3,0,1,1,34.09,58,15.0013,6,2011,2,7,1,1
2961,330,3,0,1,1,34.85,55,12.998,7,2011,2,7,1,1
2962,417,3,0,1,1,35.605,58,15.0013,8,2011,2,7,1,1
2963,176,3,0,1,1,36.365,55,32.9975,9,2011,2,7,1,1
2964,123,3,0,1,1,38.635,52,11.0014,10,2011,2,7,0,1
2965,125,3,0,1,1,38.635,52,11.0014,11,2011,2,7,0,1
2966,163,3,0,1,1,39.395,44,19.9995,12,2011,2,7,0,1
2967,136,3,0,1,1,40.15,47,15.0013,13,2011,2,7,0,1
2968,124,3,0,1,1,42.425,42,19.9995,14,2011,2,7,0,1
2969,148,3,0,1,1,42.425,42,23.9994,15,2011,2,7,1,1
2970,202,3,0,1,1,39.395,44,19.0012,16,2011,2,7,1,1
2971,428,3,0,1,1,40.91,44,19.0012,17,2011,2,7,1,1
2972,511,3,0,1,1,40.15,47,19.9995,18,2011,2,7,1,1
2973,337,3,0,1,1,37.88,44,19.0012,19,2011,2,7,0,1
2974,308,3,0,1,1,37.12,43,12.998,20,2011,2,7,0,1
2975,258,3,0,1,1,37.12,43,7.0015,21,2011,2,7,0,0
2976,194,3,0,1,1,36.365,46,8.9981,22,2011,2,7,0,0
2977,79,3,0,1,1,35.605,52,0.0,23,2011,2,7,0,0
2978,46,3,0,1,1,35.605,62,0.0,0,2011,3,7,0,0
2979,12,3,0,1,1,34.85,55,0.0,1,2011,3,7,0,0
2980,5,3,0,1,1,34.85,55,0.0,2,2011,3,7,0,0
2981,4,3,0,1,1,34.09,58,12.998,3,2011,3,7,0,0
2982,5,3,0,1,1,34.09,58,16.9979,4,2011,3,7,0,0
2983,26,3,0,1,1,34.09,58,12.998,5,2011,3,7,0,1
2984,121,3,0,1,1,34.09,58,11.0014,6,2011,3,7,1,1
